year,ward_id,ward_name,source_rows,source_districts,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,literacy_rate,work_participation_rate,non_worker_rate,sc_share,st_share,female_share,child_share,main_worker_share,marginal_worker_share,agri_main_worker_share,hh_industry_main_worker_share,other_main_worker_share
2011,109,GHMC (M Corp.) (Part) WARD NO.-0109,1,536,12367,51014,26031,24983,5832,2999,2833,4160,2126,2034,1252,634,618,35339,19180,16159,15675,6851,8824,23088,15533,7555,19332,13592,5740,168,88,80,243,157,86,1130,642,488,17791,12705,5086,3756,1941,1815,101,41,60,130,84,46,182,81,101,3343,1735,1608,3459,1784,1675,101,41,60,78,43,35,155,67,88,3125,1633,1492,297,157,140,0,0,0,52,41,11,27,14,13,218,102,116,27926,10498,17428,0.7821477579567084,0.45258164425451836,0.5474183557454816,0.08154624220802133,0.02454228251068334,0.4897283098757204,0.11432155878778374,0.37895479672246835,0.07362684753205002,0.012569832402234637,0.058452307055659014,0.9202876060417959
2011,110,GHMC (M Corp.) (Part) WARD NO.-0110,1,536,8170,39937,20415,19522,5543,2882,2661,1929,943,986,284,148,136,29582,15777,13805,10355,4638,5717,13802,10459,3343,11484,9268,2216,81,51,30,237,183,54,92,52,40,11074,8982,2092,2318,1191,1127,60,31,29,30,18,12,57,17,40,2171,1125,1046,2227,1137,1090,60,31,29,27,16,11,47,13,34,2093,1077,1016,91,54,37,0,0,0,3,2,1,10,4,6,78,48,30,26135,9956,16179,0.8600918764900854,0.3455943110398878,0.6544056889601122,0.048301074191852165,0.007111200140220848,0.4888198913288429,0.1387935999198738,0.28755289581090215,0.058041415228985656,0.020637408568443052,0.008011145942180425,0.9642981539533264
2011,111,GHMC (M Corp.) (Part) WARD NO.-0111,1,537,11784,54122,28831,25291,6353,3317,3036,5968,3105,2863,1487,797,690,39502,22383,17119,14620,6448,8172,19834,14153,5681,16591,12378,4213,104,65,39,314,207,107,544,304,240,15629,11802,3827,3243,1775,1468,55,32,23,105,57,48,184,49,135,2899,1637,1262,2647,1458,1189,54,31,23,78,40,38,152,34,118,2363,1353,1010,596,317,279,1,1,0,27,17,10,32,15,17,536,284,252,34288,14678,19610,0.8269379723251481,0.3664683492849488,0.6335316507150511,0.11026939137504158,0.027474963970289347,0.4672961087912494,0.11738294963231219,0.3065481689516278,0.05992018033332101,0.018925923693568804,0.03278886143089627,0.9420167560725695
2011,112,GHMC (M Corp.) (Part) WARD NO.-0112,1,537,22527,93141,48202,44939,12635,6605,6030,6574,3323,3251,1867,1002,865,61981,34207,27774,31160,13995,17165,38019,27421,10598,29630,22570,7060,218,122,96,738,520,218,1054,562,492,27620,21366,6254,8389,4851,3538,118,54,64,374,258,116,984,486,498,6913,4053,2860,6877,3743,3134,113,50,63,181,100,81,578,173,405,6005,3420,2585,1512,1108,404,5,4,1,193,158,35,406,313,93,908,633,275,55122,20781,34341,0.7698929272352372,0.40818758656230875,0.5918124134376912,0.07058116189433225,0.02004487819542414,0.48248354645107955,0.13565454525933798,0.318119839812757,0.09006774674955176,0.024907188660141747,0.035572055349308136,0.9321633479581505
2011,113,GHMC (M Corp.) (Part) WARD NO.-0113,1,537,19378,78284,40768,37516,9815,5116,4699,5492,2862,2630,2010,1049,961,56613,30799,25814,21671,9969,11702,31357,22826,8531,26619,20104,6515,289,210,79,777,509,268,1001,661,340,24552,18724,5828,4738,2722,2016,106,60,46,339,261,78,293,89,204,4000,2312,1688,4438,2547,1891,105,59,46,325,256,69,221,43,178,3787,2189,1598,300,175,125,1,1,0,14,5,9,72,46,26,213,123,90,46927,17942,28985,0.8268413442579854,0.4005543917020081,0.5994456082979919,0.07015482090848704,0.025675744724337028,0.47922947217822287,0.12537683306933728,0.340031168565735,0.060523223136273056,0.029189676546827453,0.037604718434201136,0.9223486982982081
2011,114,GHMC (M Corp.) (Part) WARD NO.-0114,1,537,20925,83773,42755,41018,10091,5185,4906,3919,2018,1901,1285,670,615,64105,34019,30086,19668,8736,10932,33170,24387,8783,27737,21529,6208,219,126,93,699,479,220,1269,847,422,25550,20077,5473,5433,2858,2575,98,51,47,131,62,69,564,243,321,4640,2502,2138,5204,2722,2482,97,50,47,125,57,68,524,221,303,4458,2394,2064,229,136,93,1,1,0,6,5,1,40,22,18,182,108,74,50603,18368,32235,0.8700225292473059,0.39595096272068564,0.6040490372793144,0.04678118248122903,0.015339071061081733,0.4896326978859537,0.12045647165554535,0.3310971315340265,0.06485383118665919,0.02520099506074918,0.045751162706853664,0.9211522515052096
2011,115,GHMC (M Corp.) WARD NO.-0115,1,535,16868,70187,35606,34581,8429,4302,4127,8191,4140,4051,1045,508,537,50759,27556,23203,19428,8050,11378,25310,19327,5983,20495,16235,4260,165,126,39,377,262,115,1227,968,259,18726,14879,3847,4815,3092,1723,37,19,18,296,181,115,397,269,128,4085,2623,1462,3443,2167,1276,34,17,17,181,111,70,247,153,94,2981,1886,1095,1372,925,447,3,2,1,115,70,45,150,116,34,1104,737,367,44877,16279,28598,0.8219016159849736,0.3606080898172026,0.6393919101827974,0.11670252325929303,0.014888797070682604,0.4926980779916509,0.12009346460170686,0.29200564207046886,0.06860244774673373,0.01839473042205416,0.05986826055135399,0.9136862649426689
2011,116,GHMC (M Corp.) (Part) WARD NO.-0116,1,535,11067,46255,23971,22284,6185,3128,3057,4605,2353,2252,517,280,237,32644,18345,14299,13611,5626,7985,16200,13271,2929,13055,11055,2000,100,81,19,527,369,158,481,410,71,11947,10195,1752,3145,2216,929,38,26,12,216,114,102,171,125,46,2720,1951,769,2615,1837,778,38,26,12,182,100,82,97,63,34,2298,1648,650,530,379,151,0,0,0,34,14,20,74,62,12,422,303,119,30055,10700,19355,0.8146743199401049,0.35023240730731814,0.6497675926926819,0.09955680466976544,0.01117717003567182,0.4817641336071776,0.1337152740244298,0.28223975786401473,0.06799264944330342,0.04036767522022214,0.03684412102642665,0.9151283033320566
2011,117,GHMC (M Corp.) (Part) WARD NO.-0117,1,537,18596,69083,35402,33681,7365,3843,3522,1421,744,677,1801,927,874,57015,29885,27130,12068,5517,6551,29252,20908,8344,23528,17713,5815,274,168,106,299,179,120,820,582,238,22135,16784,5351,5724,3195,2529,201,93,108,167,107,60,152,60,92,5204,2935,2269,5542,3088,2454,200,92,108,161,102,59,128,51,77,5053,2843,2210,182,107,75,1,1,0,6,5,1,24,9,15,151,92,59,39831,14494,25337,0.9237985676787971,0.4234326824254882,0.5765673175745119,0.02056945992501773,0.026070089602362376,0.4875439688490656,0.1066108883516929,0.3405758290751704,0.08285685335031773,0.012708262495749745,0.03485209112546753,0.9407939476368582
2011,118,GHMC (M Corp.) (Part) WARD NO.-0118,1,537,12392,52236,26782,25454,6567,3401,3166,1681,886,795,1251,656,595,35396,19210,16186,16840,7572,9268,20489,15199,5290,16864,13000,3864,263,105,158,181,129,52,653,439,214,15767,12327,3440,3625,2199,1426,73,38,35,301,181,120,457,223,234,2794,1757,1037,3532,2145,1387,72,38,34,291,175,116,433,211,222,2736,1721,1015,93,54,39,1,0,1,10,6,4,24,12,12,58,36,22,31747,11583,20164,0.7750552891458101,0.3922390688414121,0.607760931158588,0.032180871429665366,0.023949000689179874,0.48728846006585497,0.1257178957041121,0.3228424841105751,0.06939658473083697,0.01073292220113852,0.03872153700189753,0.9349501897533207
2011,119,GHMC (M Corp.) (Part) WARD NO.-0119,1,537,20206,83665,43211,40454,11251,5763,5488,2820,1456,1364,1008,509,499,60064,32538,27526,23601,10673,12928,31816,24295,7521,26041,20880,5161,152,98,54,423,298,125,542,326,216,24924,20158,4766,5775,3415,2360,96,51,45,70,42,28,226,64,162,5383,3258,2125,5400,3216,2184,95,50,45,68,40,28,161,50,111,5076,3076,2000,375,199,176,1,1,0,2,2,0,65,14,51,307,182,125,51849,18916,32933,0.8294528682299003,0.38027849160341837,0.6197215083965816,0.03370585071415765,0.012048048765911671,0.48352357616685593,0.13447678240602404,0.31125321221538277,0.06902527938803561,0.016243615836565417,0.020813332821320227,0.957106101916209
2011,120,GHMC (M Corp.) (Part) WARD NO.-0120,1,537,9586,41373,21321,20052,5140,2681,2459,3832,1946,1886,1019,509,510,28329,15600,12729,13044,5721,7323,16052,11918,4134,13390,10523,2867,68,45,23,593,444,149,859,625,234,11870,9409,2461,2662,1395,1267,61,28,33,71,46,25,219,88,131,2311,1233,1078,2356,1208,1148,60,28,32,60,39,21,126,44,82,2110,1097,1013,306,187,119,1,0,1,11,7,4,93,44,49,201,136,65,25321,9403,15918,0.7818563188253802,0.3879825006646847,0.6120174993353154,0.09262079133734562,0.024629589345708552,0.4846639112464651,0.1242356125975878,0.3236410219225099,0.06434147874217484,0.044286781179985066,0.06415235250186707,0.8864824495892457
2011,121,GHMC (M Corp.) (Part) WARD NO.-0121,1,537,16514,71076,36483,34593,8260,4327,3933,3470,1753,1717,2838,1488,1350,53700,28705,24995,17376,7778,9598,25606,19719,5887,21621,17273,4348,446,232,214,477,345,132,690,445,245,20008,16251,3757,3985,2446,1539,237,107,130,52,34,18,118,52,66,3578,2253,1325,3840,2366,1474,235,106,129,47,30,17,93,38,55,3465,2192,1273,145,80,65,2,1,1,5,4,1,25,14,11,113,61,52,45470,16764,28706,0.8548777381558839,0.3602622544881535,0.6397377455118465,0.04882098035905228,0.03992908998818166,0.48670437278406214,0.11621363048004953,0.30419550903258485,0.05606674545556869,0.022061884279173025,0.03191341751075343,0.9253966051523981
2011,122,GHMC (M Corp.) (Part) WARD NO.-0122,1,537,11275,45374,23352,22022,5464,2828,2636,4455,2258,2197,816,426,390,32081,17552,14529,13293,5800,7493,18895,13547,5348,16174,12171,4003,124,81,43,241,164,77,667,445,222,15142,11481,3661,2721,1376,1345,59,34,25,149,100,49,178,96,82,2335,1146,1189,2534,1267,1267,58,33,25,97,60,37,139,73,66,2240,1101,1139,187,109,78,1,1,0,52,40,12,39,23,16,95,45,50,26479,9805,16674,0.8038336256577299,0.41642791025697534,0.5835720897430247,0.09818398201613258,0.017983867413055934,0.4853440296204875,0.12042138669722749,0.35645964649358663,0.05996826376338873,0.014900457524421911,0.04123902559663658,0.9361938914306912
2011,123,GHMC (M Corp.) (Part) WARD NO.-0123,1,537,16919,67730,34758,32972,7975,4176,3799,4534,2335,2199,1157,603,554,50477,27181,23296,17253,7577,9676,27605,19992,7613,22493,17483,5010,179,112,67,410,301,109,989,594,395,20915,16476,4439,5112,2509,2603,118,54,64,136,84,52,461,125,336,4397,2246,2151,4738,2301,2437,116,54,62,125,78,47,408,97,311,4089,2072,2017,374,208,166,2,0,2,11,6,5,53,28,25,308,174,134,40125,14766,25359,0.8447326583549494,0.4075741916432895,0.5924258083567104,0.06694227078104237,0.01708253358925144,0.48681529602834783,0.11774693636497859,0.3320980363206851,0.07547615532260446,0.018227893122304717,0.043969234873071625,0.9298448406170808
2011,124,GHMC (M Corp.) (Part) WARD NO.-0124,1,537,22167,87393,44864,42529,10139,5246,4893,3225,1652,1573,1858,966,892,65690,34914,30776,21703,9950,11753,34865,25769,9096,28954,22841,6113,359,244,115,557,394,163,903,644,259,27135,21559,5576,5911,2928,2983,194,91,103,511,312,199,426,104,322,4780,2421,2359,5627,2768,2859,190,90,100,473,292,181,386,91,295,4578,2295,2283,284,160,124,4,1,3,38,20,18,40,13,27,202,126,76,52528,19095,33433,0.8503119579568695,0.39894499559461283,0.6010550044053872,0.03690226906045107,0.021260284004439713,0.4866408064719142,0.11601615690043825,0.3313079994965272,0.06763699609808566,0.019237411065828557,0.031187400704565865,0.9371762105408579
2011,125,GHMC (M Corp.) WARD NO.-0125,1,537,13135,58278,29983,28295,8397,4237,4160,5222,2666,2556,663,350,313,36626,20303,16323,21652,9680,11972,20826,16445,4381,18381,15105,3276,176,85,91,302,236,66,273,158,115,17630,14626,3004,2445,1340,1105,52,25,27,76,45,31,132,23,109,2185,1247,938,2241,1207,1034,52,25,27,65,36,29,122,20,102,2002,1126,876,204,133,71,0,0,0,11,9,2,10,3,7,183,121,62,37452,13538,23914,0.7342675567851487,0.3573561206630289,0.6426438793369711,0.08960499673976458,0.011376505713991557,0.4855176910669549,0.1440852465767528,0.31540203850509624,0.04195408215793267,0.016430009248680703,0.014852293128774278,0.959142592894837
2011,126,GHMC (M Corp.) WARD NO.-0126,1,537,13491,56774,29244,27530,7703,3930,3773,3841,1939,1902,596,309,287,39108,21651,17457,17666,7593,10073,20767,16061,4706,18273,14853,3420,141,68,73,206,163,43,670,451,219,17256,14171,3085,2494,1208,1286,76,41,35,56,28,28,319,118,201,2043,1021,1022,2268,1058,1210,76,41,35,47,20,27,220,48,172,1925,949,976,226,150,76,0,0,0,9,8,1,99,70,29,118,72,46,36007,13183,22824,0.796967659106193,0.3657836333532955,0.6342163666467044,0.06765420791207243,0.010497763060555889,0.4849050621763483,0.13567830344876175,0.3218550745059358,0.04392855884735971,0.01127346358014557,0.03666611941115307,0.9443441142669512
2011,127,GHMC (M Corp.) WARD NO.-0127,1,537,12356,48437,25143,23294,5863,3001,2862,3918,2040,1878,679,366,313,35903,20019,15884,12534,5124,7410,19922,14875,5047,16964,13564,3400,94,48,46,276,209,67,985,771,214,15609,12536,3073,2958,1311,1647,39,15,24,46,18,28,262,46,216,2611,1232,1379,2849,1259,1590,39,15,24,45,17,28,236,38,198,2529,1189,1340,109,52,57,0,0,0,1,1,0,26,8,18,82,43,39,28515,10268,18247,0.8433081223281815,0.4112971488737948,0.5887028511262051,0.08088857691434234,0.014018209220224209,0.480913351363627,0.1210438301298594,0.3502281313871627,0.06106901748663212,0.01626974770101391,0.058064135817024284,0.9201249705258194
2011,128,GHMC (M Corp.) WARD NO.-0128,1,537,14016,55187,28559,26628,7035,3651,3384,3726,1911,1815,1382,711,671,40296,21997,18299,14891,6562,8329,21950,16707,5243,18097,14381,3716,123,74,49,300,208,92,495,343,152,17179,13756,3423,3853,2326,1527,94,43,51,55,32,23,125,66,59,3579,2185,1394,3443,2015,1428,94,43,51,50,29,21,99,52,47,3200,1891,1309,410,311,99,0,0,0,5,3,2,26,14,12,379,294,85,33237,11852,21385,0.8368499750789168,0.39773859785819127,0.6022614021418088,0.0675159004838096,0.02504212948701687,0.4825049377570805,0.12747567361878703,0.32792143077173974,0.06981716708645153,0.016577333259656296,0.02735259987843289,0.9492733602254517
2011,129,GHMC (M Corp.) WARD NO.-0129,1,537,13394,52956,27112,25844,6691,3477,3214,3785,1900,1885,1362,716,646,37379,20306,17073,15577,6806,8771,21328,15670,5658,18299,14153,4146,91,63,28,351,216,135,2526,1954,572,15331,11920,3411,3029,1517,1512,41,26,15,67,45,22,176,105,71,2745,1341,1404,2884,1437,1447,40,25,15,65,44,21,139,77,62,2640,1291,1349,145,80,65,1,1,0,2,1,1,37,28,9,105,50,55,31628,11442,20186,0.8079325624121907,0.4027494523755571,0.597250547624443,0.07147443160359544,0.025719465216406074,0.48802779666137924,0.12635017750585392,0.34555102349120026,0.057198428884356826,0.01918137603147713,0.13804033007268157,0.8378053445543472
2011,130,GHMC (M Corp.) WARD NO.-0130,1,537,17160,67032,34451,32581,8344,4299,4045,4766,2398,2368,726,328,398,49609,26882,22727,17423,7569,9854,26731,20435,6296,22847,18069,4778,254,181,73,526,366,160,961,777,184,21106,16745,4361,3884,2366,1518,103,53,50,198,138,60,195,113,82,3388,2062,1326,3605,2191,1414,103,53,50,179,122,57,172,101,71,3151,1915,1236,279,175,104,0,0,0,19,16,3,23,12,11,237,147,90,40301,14016,26285,0.845300572519084,0.3987796873135219,0.6012203126864781,0.07110036997255043,0.01083064804869316,0.4860514381191073,0.12447786131996658,0.3408372120778136,0.05794247523570832,0.023022716330371604,0.04206241519674356,0.9237974351118309
2011,131,GHMC (M Corp.) WARD NO.-0131,1,537,11323,44990,22944,22046,5583,2840,2743,2989,1526,1463,767,394,373,33822,18175,15647,11168,4769,6399,16476,12856,3620,14494,11777,2717,93,50,43,150,93,57,721,563,158,13530,11071,2459,1982,1079,903,40,17,23,55,27,28,129,83,46,1758,952,806,1868,1012,856,38,16,22,43,18,25,114,72,42,1673,906,767,114,67,47,2,1,1,12,9,3,15,11,4,85,46,39,28514,10088,18426,0.8582739107265207,0.3662147143809735,0.6337852856190265,0.0664369859968882,0.01704823294065348,0.4900200044454323,0.1240942431651478,0.32216048010669035,0.04405423427428318,0.010349109976542018,0.04974472195391196,0.93348971988409
2011,132,GHMC (M Corp.) WARD NO.-0132,1,537,14942,62237,31326,30911,6544,3340,3204,11574,5776,5798,1023,500,523,48568,25511,23057,13669,5815,7854,25044,17448,7596,21231,15531,5700,204,111,93,427,281,146,538,378,160,20062,14761,5301,3813,1917,1896,84,53,31,118,67,51,141,63,78,3470,1734,1736,3573,1789,1784,83,53,30,104,58,46,104,43,61,3282,1635,1647,240,128,112,1,0,1,14,9,5,37,20,17,188,99,89,37193,13878,23315,0.8720665074605426,0.40239728778700773,0.5976027122129923,0.185966547230747,0.016437167601266126,0.4966659704034577,0.10514645628806016,0.3411314812731976,0.06126580651381011,0.020112100230794593,0.025340304272055015,0.9449390042861853
2011,133,GHMC (M Corp.) WARD NO.-0133,1,537,13387,57310,28949,28361,6356,3262,3094,8245,4168,4077,890,454,436,43087,22981,20106,14223,5968,8255,22562,16358,6204,17868,13700,4168,208,149,59,264,166,98,370,251,119,17026,13134,3892,4694,2658,2036,244,176,68,132,87,45,128,60,68,4190,2335,1855,4336,2445,1891,239,172,67,126,83,43,107,49,58,3864,2141,1723,358,213,145,5,4,1,6,4,2,21,11,10,326,194,132,34748,12591,22157,0.8456058405620756,0.3936834758331879,0.606316524166812,0.14386668993194904,0.015529575990228582,0.49487000523468855,0.11090560111673356,0.3117780492060722,0.08190542662711568,0.014775016789791807,0.020707409894783972,0.9528766509961943
2011,134,GHMC (M Corp.) WARD NO.-0134,2,537,10455,42870,21394,21476,4103,2079,2024,9484,4640,4844,509,246,263,33960,17787,16173,8910,3607,5303,15942,11515,4427,13266,9997,3269,188,139,49,331,223,108,530,363,167,12217,9272,2945,2676,1518,1158,69,34,35,56,31,25,96,47,49,2455,1406,1049,2425,1358,1067,68,34,34,53,29,24,73,38,35,2231,1257,974,251,160,91,1,0,1,3,2,1,23,9,14,224,149,75,26928,9879,17049,0.876002785874584,0.37186843946815956,0.6281315605318405,0.2212269652437602,0.011873104735246092,0.5009563797527409,0.09570795428038255,0.30944716585024495,0.06242127361791463,0.024951002562942862,0.039951756369666816,0.9209256746570179
2011,135,GHMC (M Corp.) WARD NO.-0135,1,537,12482,51033,25438,25595,4940,2579,2361,4704,2342,2362,874,470,404,39900,20810,19090,11133,4628,6505,20571,13762,6809,15559,11217,4342,156,90,66,204,113,91,1183,772,411,14016,10242,3774,5012,2545,2467,185,81,104,61,33,28,213,87,126,4553,2344,2209,4769,2399,2370,184,81,103,53,28,25,185,74,111,4347,2216,2131,243,146,97,1,0,1,8,5,3,28,13,15,206,128,78,30462,11676,18786,0.8656412036534832,0.40309211686555757,0.5969078831344424,0.09217565104932103,0.017126173260439324,0.5015382203672134,0.09680010973291792,0.30488115533086435,0.09821096153469323,0.013111382479593803,0.07603316408509544,0.9008291021273861
2011,136,GHMC (M Corp.) WARD NO.-0136,1,537,14704,61858,31189,30669,6903,3615,3288,3075,1570,1505,704,364,340,46722,24568,22154,15136,6621,8515,23961,17366,6595,18493,14252,4241,360,264,96,737,412,325,622,466,156,16774,13110,3664,5468,3114,2354,276,169,107,179,63,116,219,68,151,4794,2814,1980,4785,2598,2187,272,166,106,160,49,111,189,54,135,4164,2329,1835,683,516,167,4,3,1,19,14,5,30,14,16,630,485,145,37897,13823,24074,0.8501865162405604,0.3873549096317372,0.6126450903682628,0.049710627566361666,0.011380904652591419,0.4957968249862589,0.1115942966148275,0.2989589058812118,0.08839600375052539,0.03985291732006705,0.03363434813172552,0.9070459092629644
2011,137,GHMC (M Corp.) WARD NO.-0137,1,537,13413,54205,27347,26858,5125,2616,2509,3771,1850,1921,386,205,181,44122,23139,20983,10083,4208,5875,21284,15562,5722,17614,13546,4068,174,101,73,236,172,64,834,606,228,16370,12667,3703,3670,2016,1654,117,43,74,78,34,44,311,85,226,3164,1854,1310,3414,1850,1564,116,42,74,74,31,43,271,65,206,2953,1712,1241,256,166,90,1,1,0,4,3,1,40,20,20,211,142,69,32921,11785,21136,0.8989812550937245,0.3926575039203026,0.6073424960796975,0.06956922793100268,0.007121114288349783,0.4954893460012914,0.09454847338806383,0.3249515727331427,0.06770593118715985,0.013398433064607699,0.047348699897808565,0.9293743613035086
2011,138,GHMC (M Corp.) WARD NO.-0138,1,537,12111,48990,24581,24409,4625,2397,2228,4823,2427,2396,1398,723,675,38352,20294,18058,10638,4287,6351,20404,14239,6165,15921,11964,3957,415,253,162,315,223,92,419,276,143,14772,11212,3560,4483,2275,2208,199,85,114,67,27,40,189,64,125,4028,2099,1929,4350,2193,2157,198,84,114,62,24,38,174,54,120,3916,2031,1885,133,82,51,1,1,0,5,3,2,15,10,5,112,68,44,28586,10342,18244,0.8644652316014877,0.41649316186976937,0.5835068381302306,0.09844866299244744,0.02853643600734844,0.49824453970198,0.09440702184119208,0.32498469075321496,0.0915084711165544,0.01978518937252685,0.02631744237171032,0.9278311663840211
2011,139,GHMC (M Corp.) WARD NO.-0139,1,537,12478,51642,26223,25419,5522,2781,2741,6834,3419,3415,1144,579,565,40709,21618,19091,10933,4605,6328,19647,14534,5113,16093,12734,3359,140,87,53,135,90,45,444,307,137,15374,12250,3124,3554,1800,1754,134,51,83,27,10,17,227,55,172,3166,1684,1482,3243,1634,1609,134,51,83,26,10,16,149,32,117,2934,1541,1393,311,166,145,0,0,0,1,0,1,78,23,55,232,143,89,31995,11689,20306,0.8826756287944493,0.38044614848379227,0.6195538515162078,0.13233414662484025,0.02215251152162968,0.4922156384338329,0.10692846907555865,0.311626195732156,0.06881995275163627,0.008388740446156714,0.027589635245137637,0.9553221897719505
2011,140,GHMC (M Corp.) (Part) WARD NO.-0140,1,536,13038,52831,26365,26466,5218,2716,2502,7986,3938,4048,705,358,347,41425,21657,19768,11406,4708,6698,18950,13881,5069,14857,11313,3544,168,132,36,219,138,81,671,540,131,13799,10503,3296,4093,2568,1525,81,46,35,87,57,30,137,73,64,3788,2392,1396,3841,2407,1434,81,46,35,80,51,29,121,68,53,3559,2242,1317,252,161,91,0,0,0,7,6,1,16,5,11,229,150,79,33881,12484,21397,0.8700354945078025,0.358690920103727,0.6413090798962731,0.15116125002366035,0.013344437924703299,0.5009558781775851,0.09876776892354867,0.2812174670174708,0.07747345308625618,0.014740526351214915,0.045163895806690446,0.9287877768055463
2011,141,GHMC (M Corp.) (Part) WARD NO.-0141,1,536,8205,33742,16926,16816,2819,1460,1359,5313,2610,2703,1379,671,708,27153,14292,12861,6589,2634,3955,12440,8958,3482,10514,7917,2597,58,34,24,78,47,31,129,86,43,10249,7750,2499,1926,1041,885,68,33,35,13,7,6,42,25,17,1803,976,827,1843,988,855,68,33,35,12,7,5,29,15,14,1734,933,801,83,53,30,0,0,0,1,0,1,13,10,3,69,43,26,21302,7968,13334,0.8780842738414772,0.3686799834034734,0.6313200165965266,0.15745954596645131,0.040868946713295,0.4983699839962065,0.08354572935807006,0.3115997866160868,0.05708019678738664,0.007418679855430854,0.012269355145520258,0.9747955107475746
2011,142,GHMC (M Corp.) (Part) WARD NO.-0142,1,536,5591,24089,12253,11836,2646,1448,1198,1693,864,829,263,131,132,18167,9816,8351,5922,2437,3485,10293,6895,3398,8314,5846,2468,122,69,53,81,41,40,141,91,50,7970,5645,2325,1979,1049,930,66,38,28,25,15,10,65,31,34,1823,965,858,1775,944,831,66,38,28,24,14,10,46,22,24,1639,870,769,204,105,99,0,0,0,1,1,0,19,9,10,184,95,89,13796,5358,8438,0.8472228699342442,0.4272904645273776,0.5727095354726224,0.07028104113910914,0.010917846319897048,0.49134459711901696,0.10984266677736726,0.3451367844244261,0.08215368010295156,0.009742602838585518,0.016959345681982197,0.958624007697859
2011,143,GHMC (M Corp.) (Part) WARD NO.-0143,1,536,12324,52527,26748,25779,6048,3198,2850,1865,949,916,208,110,98,39931,21270,18661,12596,5478,7118,19131,14557,4574,16051,12638,3413,101,63,38,137,90,47,389,258,131,15424,12227,3197,3080,1919,1161,118,60,58,152,67,85,300,122,178,2510,1670,840,2519,1559,960,117,60,57,136,54,82,182,84,98,2084,1361,723,561,360,201,1,0,1,16,13,3,118,38,80,426,309,117,33396,12191,21205,0.8591191720992276,0.3642126906162545,0.6357873093837455,0.03550554952690997,0.003959868258229101,0.4907761722542692,0.11514078473927694,0.3055761798694005,0.058636510746854,0.008535293751168151,0.02423525014017818,0.9609370132702012
2011,144,GHMC (M Corp.) (Part) WARD NO.-0144,1,536,8075,34190,17184,17006,3701,1854,1847,2095,1043,1052,662,335,327,26737,14033,12704,7453,3151,4302,12073,9151,2922,10204,7934,2270,89,61,28,143,87,56,305,216,89,9667,7570,2097,1869,1217,652,35,15,20,24,13,11,165,132,33,1645,1057,588,1756,1151,605,35,15,20,22,12,10,162,130,32,1537,994,543,113,66,47,0,0,0,2,1,1,3,2,1,108,63,45,22117,8033,14084,0.8769392239824199,0.35311494589061126,0.6468850541093887,0.06127522667446622,0.019362386662766892,0.4973968996782685,0.10824802573852003,0.2984498391342498,0.054665106756361506,0.014014112112896902,0.029890239121912975,0.947373578988632
2011,145,GHMC (M Corp.) (Part) WARD NO.-0145,1,536,8240,34659,16654,18005,3380,1642,1738,5062,2410,2652,258,128,130,26156,13238,12918,8503,3416,5087,13969,9463,4506,11022,7861,3161,201,125,76,117,51,66,139,88,51,10565,7597,2968,2947,1602,1345,112,51,61,75,37,38,43,17,26,2717,1497,1220,2894,1577,1317,111,51,60,75,37,38,40,17,23,2668,1472,1196,53,25,28,1,0,1,0,0,0,3,0,3,49,25,24,20690,7191,13499,0.8362159915598325,0.4030410571568712,0.5969589428431288,0.14605153062696558,0.007443953951354627,0.5194898871865894,0.09752156726968464,0.3180126374101965,0.08502841974667474,0.010615133369624387,0.012611141353656324,0.9585374705135185
