ward_id,ward_name_readme,udise2021_22_school_count,udise2021_22_student_count,udise2021_22_teacher_count,udise2021_22_classroom_count,udise2021_22_electricity_share,udise2021_22_library_share,udise2021_22_playground_share,udise2021_22_medical_checkup_share,udise2021_22_ramp_share,udise2021_22_internet_share,udise2021_22_computer_desktop_share,udise2021_22_boundary_wall_share,udise2021_22_government_school_share,udise2021_22_student_teacher_ratio,udise2021_22_data_available,udise2023_24_school_count,udise2023_24_student_count,udise2023_24_teacher_count,udise2023_24_classroom_count,udise2023_24_electricity_share,udise2023_24_drinking_water_share,udise2023_24_library_share,udise2023_24_playground_share,udise2023_24_medical_checkup_share,udise2023_24_ramp_share,udise2023_24_internet_share,udise2023_24_computer_desktop_share,udise2023_24_ict_lab_share,udise2023_24_boundary_wall_share,udise2023_24_government_school_share,udise2023_24_student_teacher_ratio,udise2023_24_data_available,udise2021_22_school_count_missing,udise2021_22_student_count_missing,udise2021_22_teacher_count_missing,udise2021_22_classroom_count_missing,udise2021_22_electricity_share_missing,udise2021_22_library_share_missing,udise2021_22_playground_share_missing,udise2021_22_medical_checkup_share_missing,udise2021_22_ramp_share_missing,udise2021_22_internet_share_missing,udise2021_22_computer_desktop_share_missing,udise2021_22_boundary_wall_share_missing,udise2021_22_government_school_share_missing,udise2021_22_student_teacher_ratio_missing,udise2023_24_school_count_missing,udise2023_24_student_count_missing,udise2023_24_teacher_count_missing,udise2023_24_classroom_count_missing,udise2023_24_electricity_share_missing,udise2023_24_drinking_water_share_missing,udise2023_24_library_share_missing,udise2023_24_playground_share_missing,udise2023_24_medical_checkup_share_missing,udise2023_24_ramp_share_missing,udise2023_24_internet_share_missing,udise2023_24_computer_desktop_share_missing,udise2023_24_ict_lab_share_missing,udise2023_24_boundary_wall_share_missing,udise2023_24_government_school_share_missing,udise2023_24_student_teacher_ratio_missing,udise_2021_2023_school_count_change,udise_2021_2023_school_count_pct_change,udise_2021_2023_student_count_change,udise_2021_2023_student_count_pct_change,udise_2021_2023_teacher_count_change,udise_2021_2023_teacher_count_pct_change,udise_2021_2023_classroom_count_change,udise_2021_2023_classroom_count_pct_change,udise_2021_2023_student_teacher_ratio_change,udise_2021_2023_student_teacher_ratio_pct_change,udise_2021_2023_internet_share_change,udise_2021_2023_internet_share_pct_change,udise_2021_2023_library_share_change,udise_2021_2023_library_share_pct_change,udise_2021_2023_playground_share_change,udise_2021_2023_playground_share_pct_change,udise_2021_2023_government_school_share_change,udise_2021_2023_government_school_share_pct_change,data_coverage_score,worldpop_status,geometry_status,worldpop_population_2015,worldpop_population_2018,worldpop_abs_growth_2015_2018,worldpop_pct_growth_2015_2018,worldpop_annualized_growth_2015_2018_pct,worldpop_data_status,worldpop_geometry_coverage_n,worldpop_geometry_coverage_total,census2011_population_verified,census2011_TOT_M,census2011_TOT_F,census2011_No_HH,census2011_P_06,census2011_P_SC,census2011_P_ST,census2011_P_LIT,census2011_P_ILL,census2011_TOT_WORK_P,census2011_MAINWORK_P,census2011_MARGWORK_P,census2011_NON_WORK_P,census2011_literacy_rate,census2011_work_participation_rate,census2011_non_worker_rate,census2011_sc_share,census2011_st_share,census2011_female_share,census2011_child_share,census2011_main_worker_share,census2011_marginal_worker_share,census2011_source_district,census2011_source_rows,census2011_sc_st_share,census2011_literacy_risk
97,Somajiguda,22.0,6224.0,213.0,253.0,1.0,1.0,1.2272727272727273,1.318181818181818,1.318181818181818,1.5454545454545454,1.5454545454545454,1.8636363636363635,0.2272727272727272,29.220657276995304,1,21.0,10524.0,217.0,266.0,1.0,1.0,1.0952380952380951,1.238095238095238,1.380952380952381,1.4761904761904765,1.2857142857142858,7.047619047619048,7.904761904761905,1.0,0.238095238095238,48.49769585253456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-4.545454545454546,4300.0,69.08740359897172,4.0,1.8779342723004693,13.0,5.138339920948617,19.27703857553925,65.97058509945151,-0.2597402597402596,-16.806722689075624,0.0952380952380951,9.523809523809511,0.0108225108225106,0.8818342151675321,0.0108225108225107,4.7619047619047485,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,34087.7,34912.81,825.1100000000006,2.4205505211557266,0.800426257814868,observed_raster_aggregation,1,145,35780,18227,17553,8746,3654,4112,266,28923,6857,13886,12144,1742,21894,0.9002988233829298,0.3880939072107322,0.6119060927892678,0.1149245388485187,0.0074343208496366,0.490581330352152,0.1021240916713247,0.3394074902179989,0.0486864169927333,536,1,0.12235885969815531,0.09970117661707023
98,Ameerpet,79.0,23294.0,1096.0,851.0,1.0253164556962024,1.1518987341772151,1.4556962025316456,1.3670886075949369,1.5949367088607596,1.3037974683544304,1.9873417721518989,1.0126582278481011,0.1139240506329113,21.253649635036496,1,76.0,32126.0,1145.0,968.0,1.0,2.473684210526316,1.118421052631579,1.513157894736842,1.3026315789473684,1.6710526315789471,1.0921052631578947,10.539473684210526,8.5,1.0921052631578947,0.1184210526315789,28.05764192139738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,-3.79746835443038,8832.0,37.91534300678286,49.0,4.47080291970803,117.0,13.748531139835489,6.803992286360884,32.01328902657993,-0.2116922051965357,-16.23658661216148,-0.0334776815456361,-2.906304222093686,0.0574616922051964,3.947368421052628,0.0044970019986675,3.947368421052668,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,38245.64,39165.6,919.9599999999992,2.4053983669772534,0.7954551886397043,observed_raster_aggregation,1,145,26569,13395,13174,6679,2563,1814,165,21316,5253,11062,8628,2434,15507,0.8879446804965425,0.4163498814407768,0.5836501185592231,0.0682750573977191,0.0062102450223945,0.4958410177274267,0.0964658060145282,0.3247393578983025,0.0916105235424743,536,1,0.0744853024201136,0.11205531950345748
99,Vengal Rao Nagar,5.0,2441.0,107.0,86.0,1.0,1.0,1.4,1.4,1.2,1.0,6.8,1.0,0.0,22.81308411214953,1,5.0,3361.0,113.0,91.0,1.0,2.6,1.0,1.4,1.6,1.4,1.0,7.0,9.0,1.0,0.0,29.74336283185841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,920.0,37.68947152806227,6.0,5.607476635514018,5.0,5.813953488372093,6.93027871970888,30.37852613719173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,34113.08,34906.77,793.689999999995,2.326644208028108,0.7696098810050733,observed_raster_aggregation,1,145,20958,10508,10450,5459,1773,625,159,17371,3587,8759,6808,1951,12199,0.9054469637737816,0.4179311002958297,0.5820688997041702,0.02982154785762,0.0075866017749785,0.4986162801794064,0.0845977669624964,0.3248401565034831,0.0930909437923466,536,1,0.0374081496325985,0.09455303622621836
100,Sanath Nagar,32.0,7802.0,374.0,381.0,1.15625,1.28125,1.53125,1.40625,1.78125,1.28125,2.75,2.125,0.0625,20.86096256684492,1,32.0,12015.0,499.0,462.0,1.0,1.75,1.09375,1.59375,1.21875,1.75,1.0625,6.78125,8.125,1.46875,0.0625,24.07815631262525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4213.0,53.99897462189183,125.0,33.42245989304813,81.0,21.25984251968504,3.217193745780332,15.422077171518126,-0.21875,-17.073170731707318,-0.1875,-14.634146341463412,0.0625,4.081632653061225,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,35992.04,36882.97,890.9300000000003,2.4753528835820373,0.8184015453044813,observed_raster_aggregation,1,145,38112,19268,18844,9363,4083,2992,1978,29298,8814,16084,11718,4366,22028,0.8609715242881072,0.4220193115029387,0.5779806884970613,0.0785054575986566,0.0518996641477749,0.4944374475230898,0.1071316120906801,0.3074622166246851,0.1145570948782535,536,1,0.13040512174643148,0.1390284757118928
101,Erragadda,24.0,6177.0,248.0,259.0,1.0416666666666667,1.125,1.6666666666666667,1.2916666666666667,1.375,1.4583333333333333,5.041666666666667,1.0,0.1666666666666666,24.907258064516128,1,25.0,14885.0,287.0,295.0,1.04,1.96,1.2,1.56,1.52,1.4,1.28,6.92,8.72,1.2,0.16,51.86411149825784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.166666666666666,8708.0,140.97458313096973,39.0,15.725806451612904,36.0,13.8996138996139,26.95685343374172,108.2289080713606,-0.1783333333333332,-12.228571428571422,0.0749999999999999,6.666666666666663,-0.1066666666666666,-6.400000000000001,-0.0066666666666665,-3.999999999999961,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,22349.46,22897.24,547.7800000000025,2.4509764441736066,0.8104068146018273,observed_raster_aggregation,1,145,28195,14314,13881,6733,3213,1419,127,22698,5497,10095,8912,1183,18100,0.9085741734048516,0.3580422060649051,0.6419577939350949,0.0503280723532541,0.0045043447419755,0.4923213335697818,0.1139563752438375,0.3160844121298102,0.0419577939350948,537,1,0.0548324170952296,0.09142582659514842
102,Rahmath Nagar,49.0,14137.0,494.0,624.0,1.0612244897959184,1.1224489795918366,1.5510204081632653,1.163265306122449,1.326530612244898,1.2857142857142858,4.306122448979592,1.2653061224489797,0.2040816326530612,28.61740890688259,1,48.0,29268.0,518.0,623.0,1.0208333333333333,1.5,1.0833333333333333,1.6666666666666667,1.3125,1.3541666666666667,1.1666666666666667,5.8125,8.833333333333334,1.2083333333333333,0.2083333333333333,56.5019305019305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-2.0408163265306123,15131.0,107.0311947372144,24.0,4.8582995951417,-1.0,-0.1602564102564102,27.88452159504791,97.43901583047088,-0.119047619047619,-9.25925925925926,-0.0391156462585033,-3.4848484848484835,0.1156462585034014,7.456140350877201,0.004251700680272,2.083333333333322,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,12353.68,12673.35,319.6700000000001,2.5876499957907284,0.855215217957217,observed_raster_aggregation,1,145,42054,21324,20730,9772,5291,2304,352,30118,11936,16077,12235,3842,25977,0.8192476130892473,0.3822941931801969,0.6177058068198031,0.0547867028106719,0.0083701907071859,0.4929376515908118,0.1258144290673895,0.2909354639273315,0.0913587292528653,536,1,0.0631568935178578,0.18075238691075268
103,Borabanda,43.0,12490.0,401.0,523.0,1.0930232558139534,1.1162790697674418,1.558139534883721,1.2790697674418603,1.4186046511627908,1.5116279069767442,2.4651162790697674,1.7674418604651163,0.2790697674418604,31.14713216957606,1,41.0,26230.0,469.0,519.0,1.048780487804878,1.975609756097561,1.146341463414634,1.5365853658536586,1.4390243902439024,1.4634146341463414,1.2926829268292683,3.5365853658536586,8.048780487804878,2.073170731707317,0.2926829268292683,55.927505330490405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-4.651162790697675,13740.0,110.00800640512408,68.0,16.957605985037407,-4.0,-0.7648183556405354,24.780373160914344,79.55908436770738,-0.2189449801474758,-14.48405253283302,0.0300623936471922,2.693089430894302,-0.0215541690300624,-1.3833272661084866,0.0136131593874078,4.878048780487821,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,13416.99,13772.3,355.3099999999995,2.648209471722044,0.87505690953813,observed_raster_aggregation,1,145,54039,27560,26479,13470,5996,2351,772,42520,11519,22817,16965,5852,31222,0.8850404845659097,0.422232091637521,0.5777679083624789,0.0435056163141434,0.0142859786450526,0.4899979644330946,0.1109569014970669,0.3139399322711375,0.1082921593663835,536,1,0.057791594959196,0.11495951543409033
104,Kondapur,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,148720.23,152292.11,3571.879999999976,2.4017445373773127,0.7942563787987522,observed_raster_aggregation,1,145,30701,15341,15360,7774,2890,1588,165,25079,5622,12261,10289,1972,18440,0.901765488475783,0.3993680987589981,0.600631901241002,0.0517246995211882,0.005374417771408,0.5003094361747175,0.0941337415719357,0.3351356633334419,0.0642324354255561,536,1,0.0570991172925962,0.09823451152421703
105,Gachibowli,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,238773.25,244221.91,5448.660000000004,2.2819390363032723,0.7549327687834229,observed_raster_aggregation,1,145,69177,35124,34053,15740,8634,5535,1684,48276,20901,28067,20868,7199,41110,0.7973836777166642,0.4057273371207193,0.5942726628792807,0.0800121427642135,0.0243433511138095,0.4922589878138688,0.1248102693091634,0.3016609566763519,0.1040663804443673,536,1,0.10435549387802301,0.20261632228333581
106,Serilingampally,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,99795.41,102093.09,2297.679999999993,2.302390460643424,0.7616476869801048,observed_raster_aggregation,1,145,43270,22667,20603,10566,4904,2870,608,33210,10060,18232,13525,4707,25038,0.8656101756763801,0.4213542870348971,0.5786457129651028,0.0663277097296048,0.0140513057545643,0.4761497573376473,0.1133348740466836,0.3125722209382944,0.1087820660966027,536,1,0.0803790154841691,0.1343898243236199
107,Madhapur,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,125126.94,128001.7,2874.7599999999948,2.297474868321718,0.76003380773213,observed_raster_aggregation,1,145,60103,31403,28700,13866,8536,4383,753,38303,21800,24786,18901,5885,35317,0.7427812360618224,0.412392060296491,0.587607939703509,0.0729248124053707,0.0125284927541054,0.4775136016505,0.1420228607557027,0.3144768148012578,0.0979152454952331,536,1,0.0854533051594761,0.25721876393817755
108,Miyapur,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,73226.95,74853.32,1626.37000000001,2.220999235937056,0.7349187912228716,observed_raster_aggregation,1,145,40905,21143,19762,9223,5479,3230,719,27961,12944,14958,11203,3755,25947,0.7892790605769774,0.3656765676567656,0.6343234323432343,0.0789634519007456,0.0175773132868842,0.4831194230534164,0.1339445055616673,0.2738784989610072,0.0917980686957584,536,1,0.0965407651876298,0.2107209394230226
109,Hafeezpet,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,56092.76,57426.22,1333.4599999999991,2.377240841777083,0.7862160574292787,observed_raster_aggregation,1,145,51014,26031,24983,12367,5832,4160,1252,35339,15675,23088,19332,3756,27926,0.7821477579567084,0.4525816442545183,0.5474183557454816,0.0815462422080213,0.0245422825106833,0.4897283098757204,0.1143215587877837,0.3789547967224683,0.07362684753205,536,1,0.1060885247187046,0.21785224204329157
110,Chandanagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,71262.11,72939.84,1677.729999999996,2.354308622071387,0.7786902172987276,observed_raster_aggregation,1,145,39937,20415,19522,8170,5543,1929,284,29582,10355,13802,11484,2318,26135,0.8600918764900854,0.3455943110398878,0.6544056889601122,0.0483010741918521,0.0071112001402208,0.4888198913288429,0.1387935999198738,0.2875528958109021,0.0580414152289856,536,1,0.0554122743320729,0.13990812350991455
111,Bharati Nagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,23279.76,23866.22,586.4600000000028,2.5191840465709388,0.832773644806517,observed_raster_aggregation,1,145,54122,28831,25291,11784,6353,5968,1487,39502,14620,19834,16591,3243,34288,0.8269379723251481,0.3664683492849488,0.6335316507150511,0.1102693913750415,0.0274749639702893,0.4672961087912494,0.1173829496323121,0.3065481689516278,0.059920180333321,537,1,0.1377443553453308,0.1730620276748519
112,Ramachandrapuram,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,29683.04,30383.11,700.0699999999997,2.358484845218009,0.7800608437708023,observed_raster_aggregation,1,145,93141,48202,44939,22527,12635,6574,1867,61981,31160,38019,29630,8389,55122,0.7698929272352372,0.4081875865623087,0.5918124134376912,0.0705811618943322,0.0200448781954241,0.4824835464510795,0.1356545452593379,0.318119839812757,0.0900677467495517,537,1,0.09062604008975629,0.23010707276476283
113,Patancheruvu,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.25,observed_raster_aggregation,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_150_FEATURES_VERIFIED,74377.02194318175,76183.10119165853,1806.0792484767733,2.4282758320929783,0.8029605638485426,missing_geometry,0,145,78284,40768,37516,19378,9815,5492,2010,56613,21671,31357,26619,4738,46927,0.8268413442579854,0.4005543917020081,0.5994456082979919,0.070154820908487,0.025675744724337,0.4792294721782228,0.1253768330693372,0.340031168565735,0.060523223136273,537,1,0.095830565632824,0.1731586557420146
114,KPHB Colony,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,73304.52,75019.38,1714.8600000000006,2.339364612168527,0.7737853234841774,observed_raster_aggregation,1,145,83773,42755,41018,20925,10091,3919,1285,64105,19668,33170,27737,5433,50603,0.8700225292473059,0.3959509627206856,0.6040490372793144,0.046781182481229,0.0153390710610817,0.4896326978859537,0.1204564716555453,0.3310971315340265,0.0648538311866591,537,1,0.0621202535423107,0.12997747075269406
115,Balaji Nagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,59570.82,60966.32,1395.5,2.3425898787359314,0.774843954596971,observed_raster_aggregation,1,145,70187,35606,34581,16868,8429,8191,1045,50759,19428,25310,20495,4815,44877,0.8219016159849736,0.3606080898172026,0.6393919101827974,0.116702523259293,0.0148887970706826,0.4926980779916509,0.1200934646017068,0.2920056420704688,0.0686024477467337,535,1,0.13159132032997561,0.17809838401502642
116,Allapur,3.0,953.0,29.0,30.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,32.86206896551724,1,3.0,2534.0,29.0,30.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.6666666666666667,0.6666666666666666,6.666666666666667,1.0,0.6666666666666666,87.37931034482759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1581.0,165.897166841553,0.0,0.0,0.0,0.0,54.51724137931035,165.89716684155303,0.3333333333333335,25.00000000000001,0.3333333333333332,33.33333333333333,0.0,0.0,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,34537.59,35391.39,853.8000000000029,2.4720891063910453,0.8173311991723775,observed_raster_aggregation,1,145,46255,23971,22284,11067,6185,4605,517,32644,13611,16200,13055,3145,30055,0.8146743199401049,0.3502324073073181,0.6497675926926819,0.0995568046697654,0.0111771700356718,0.4817641336071776,0.1337152740244298,0.2822397578640147,0.0679926494433034,535,1,0.1107339747054372,0.18532568005989514
117,Moosapet,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,24122.04,24742.12,620.0799999999981,2.5705951901248736,0.8496259765526037,observed_raster_aggregation,1,145,69083,35402,33681,18596,7365,1421,1801,57015,12068,29252,23528,5724,39831,0.9237985676787972,0.4234326824254882,0.5765673175745119,0.0205694599250177,0.0260700896023623,0.4875439688490656,0.1066108883516929,0.3405758290751704,0.0828568533503177,537,1,0.04663954952738,0.0762014323212028
118,Fateh Nagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,46814.16,47944.46,1130.2999999999956,2.4144404171729144,0.7984217338828259,observed_raster_aggregation,1,145,52236,26782,25454,12392,6567,1681,1251,35396,16840,20489,16864,3625,31747,0.7750552891458101,0.3922390688414121,0.607760931158588,0.0321808714296653,0.0239490006891798,0.4872884600658549,0.1257178957041121,0.3228424841105751,0.0693965847308369,537,1,0.056129872118845105,0.22494471085418988
119,Old Bowenpally,,,,,,,,,,,,,,,0,6.0,949.0,27.0,37.0,1.0,1.0,1.6666666666666667,1.8333333333333333,1.6666666666666667,1.8333333333333333,1.3333333333333333,1.0,9.0,1.0,0.0,35.148148148148145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.75,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,40368.8,41348.56,979.7599999999948,2.427022849329172,0.8025495286269946,observed_raster_aggregation,1,145,83665,43211,40454,20206,11251,2820,1008,60064,23601,31816,26041,5775,51849,0.8294528682299003,0.3802784916034183,0.6197215083965816,0.0337058507141576,0.0120480487659116,0.4835235761668559,0.134476782406024,0.3112532122153827,0.0690252793880356,537,1,0.04575389948006919,0.17054713177009972
120,Balanagar,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,43423.22,44467.66,1044.4400000000023,2.405256910933833,0.795408777893547,observed_raster_aggregation,1,145,41373,21321,20052,9586,5140,3832,1019,28329,13044,16052,13390,2662,25321,0.7818563188253802,0.3879825006646847,0.6120174993353154,0.0926207913373456,0.0246295893457085,0.4846639112464651,0.1242356125975878,0.3236410219225099,0.0643414787421748,537,1,0.1172503806830541,0.2181436811746198
121,Kukatpally,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,0.5,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,45642.59,46768.49,1125.9000000000017,2.4667750011557223,0.8155884053582918,observed_raster_aggregation,1,145,71076,36483,34593,16514,8260,3470,2838,53700,17376,25606,21621,3985,45470,0.8548777381558839,0.3602622544881535,0.6397377455118465,0.0488209803590522,0.0399290899881816,0.4867043727840621,0.1162136304800495,0.3041955090325848,0.0560667454555686,537,1,0.0887500703472338,0.14512226184411614
