ward_id,period,worldpop_population_2015,worldpop_population_2018,worldpop_abs_growth_2015_2018,worldpop_pct_growth_2015_2018,worldpop_annualized_growth_2015_2018_pct,worldpop_data_status,source,geometry_source
90,worldpop,27494.37,28134.8,640.4300000000003,2.3293132375828227,0.7704860123087798,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
91,worldpop,61408.26,62823.73,1415.4700000000012,2.3050156444751915,0.762509561874114,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
92,worldpop,52037.27,53256.73,1219.4600000000064,2.343435772091823,0.7751215989813431,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
93,worldpop,51209.49,52473.57,1264.0800000000017,2.4684487191729536,0.816137318076593,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
94,worldpop,60997.19,62515.85,1518.6599999999962,2.489721247814852,0.8231133378652444,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
95,worldpop,111233.83,113973.09,2739.2599999999948,2.4626141165866486,0.8142237753624215,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
96,worldpop,23846.49,24433.2,586.7099999999991,2.460362091024713,0.8134851714196811,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
97,worldpop,34087.7,34912.81,825.1100000000006,2.4205505211557266,0.800426257814868,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
98,worldpop,38245.64,39165.6,919.9599999999991,2.4053983669772534,0.7954551886397043,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
99,worldpop,34113.08,34906.77,793.689999999995,2.326644208028108,0.7696098810050733,observed_raster_aggregation,WorldPop Global2 R2025A v1; 100m population counts; zonal aggregation,GHMC historical ward boundaries; 145 polygons from uploaded OSM GeoJSON + 5 polygons missing in uploaded file
