ward_id,ward_name,predicted_svi,svi_actual,shap_census2011_literacy_rate,shap_census2011_non_worker_rate,shap_census2011_sc_st_share,shap_census2011_child_share,shap_census2011_population_verified,shap_census2011_marginal_worker_share,shap_worldpop_annualized_growth_2015_2018_pct,shap_pop_density_log,shap_ward_area_km2,shap_dist_center_km,shap_centroid_lat,shap_centroid_lon,shap_amenity_log,shap_pressure_zscore
1,Kapra,12.108197126684761,12.680121752894491,-3.7194524912781013,-0.9457804797611367,-0.6946215080417257,-7.697562287187363,0.0,0.031618740458069894,0.029628601522883713,-0.06831082889131679,0.031756290780876384,0.0,-0.1345389475837706,0.04924509428902013,-0.07758506166231705,-0.0443599396394454
2,Dr A S Rao Nagar,19.060053050610847,18.734283678123067,0.16961392320484592,-6.719409910686927,-1.6361379879437585,3.27056828377253,-0.008928590967894223,0.018063702233447998,-0.040966485072608805,-0.04892612390150575,-0.14807508714121553,0.04072416755330721,-0.3018670473005578,-1.2087974982655574,-0.04844039900923747,0.04880066460096444
3,Cherlapally,15.612260715364734,15.260463530416216,0.4506226750776907,-2.215679544904038,-5.237733498747193,-3.167295625527089,0.012584735090364063,0.07019670094628694,-0.1579635852378125,-0.03132153446522601,-0.14807508714122086,-0.0538141759946722,-0.17575902221790152,-1.1953788079619372,0.007181561882569909,0.09176732760600359
4,Meerpet H.B Colony,17.997499116274437,17.05792916128591,0.0,-2.4910072085014185,-2.6341313478697117,-1.477633506816467,0.03732620665107689,0.0,-0.1174564834290095,0.12446653039850375,0.21725508958792972,0.0,-0.13453894758376705,-1.218874122717466,-0.055013840338656195,0.0028330360004069632
5,Mallapur,20.5901910632547,20.364108719543964,0.6937203965095762,-0.5914665687661511,-2.2067713129868025,-0.3679360531782443,0.0937579956494261,-0.5957892885934974,-0.06495704457828566,0.0434966799801515,-0.17983137792209547,0.054208774565918105,-0.13453894758376705,-0.9956771393122743,0.020189245361660113,-0.00027523950357277727
6,Nacharam,16.269902531468233,16.538931170534777,0.0,0.0,-0.7195182811516254,-6.312048867734209,0.12497481587739401,-1.3549090257098655,0.0,0.06754658849095918,-0.2729919821625124,0.05420877456592166,0.0,-0.06552773721674399,-0.16353985261740078,0.0
7,Chilka Nagar,22.553144789616663,22.05179015402969,0.5232750462234677,-1.0882857770233727,-0.777492560700594,0.0,0.17753392310445903,-0.60749320817267,-0.07086401429751987,0.4261918812215164,-0.17983137792209547,0.09321059974448076,0.0,-0.7578513925564287,-0.11727738135379084,0.12364976433443076
8,Habsiguda,12.59360557772935,12.640284345398712,-3.4078051766651516,-1.0082737618977173,0.0,-9.106229909665496,0.2319079457122175,-0.15365746049524276,0.13130387727338366,0.0,0.031756290780876384,0.0,0.0,0.10398244608214213,0.08365449929988245,-0.0443599396394454
9,Ramanthapur,24.403818597049145,24.596846231804847,0.8144472311911457,0.5058791929989042,-0.7454779665161162,0.0,0.16159150077356443,-2.71013191449563,-0.6955253122852447,0.39021147435094505,-0.20625448784535294,0.5498354832234789,1.1857522370527178,-0.5728338217525035,-0.006031759693829741,-0.43917227112997637
10,Uppal,19.891604710110755,19.199611830304487,0.0,1.8683221843223698,-1.9254421220519795,-2.223297051221593,0.048183022271480525,-1.3376316869516316,-0.0768119391064701,0.17145143078774439,-0.17983137792209547,-0.039001825178562655,-0.17339556542828305,-0.8292888469568638,-0.25802933017860497,-0.00027523950357277727
11,Nagole,9.904583858319656,9.537590924310026,-6.4664297142386165,-0.29597851436000155,-0.1248638510010629,-8.73901733186562,-0.14701870620523572,-4.972693142160157,-0.004777242259468295,0.5982514555794634,0.5269009640921105,-1.1383506408966628,1.9623149677344447,-0.6186921167649775,-0.41091342514573626,-0.027874467433994354
12,Mansoorabad,25.850494654224455,26.841117123806374,0.5406987741518989,2.5394658713676144,-0.9751146786906055,0.34428400608837606,0.7718772280078596,-2.029485302427883,0.0,0.09872683900382384,-0.2729919821625053,-1.048976060735054,1.0100396836380447,-0.5807151259376155,0.0,0.0
13,Hayath Nagar,22.494144740845265,22.86664227967571,0.41713051400815715,0.7240060476050374,-1.266773252643027,0.0,0.1640744405880845,-4.186951793480951,-0.18672696427752555,0.06288138496996254,-0.17983137792209547,-0.6155697213441123,0.04494642071691857,-1.0889174625453855,-0.025669176126708493,0.03582874067166486
14,BN Reddy Nagar,21.89046129669186,21.15247131245172,0.0,0.2483772251057239,0.3121961837599905,-1.742591166471449,0.023658176122129504,-3.0446798764677574,-0.09372042361800226,0.03202597638721372,-0.17983137792209547,-1.1420420738788835,0.03677417159031293,-1.0145493474895915,-0.06826222309395646,-0.00027523950357277727
15,Vanasthalipuram,13.10203698539344,12.480989556805442,-2.8373687242319914,-1.7984869499949152,0.2548403111624715,-6.600337371761864,0.16407444058808096,-3.4153198120575894,0.0,0.0,0.0,-1.045390053122766,1.8448785762012339,-0.766219328265322,-0.05004428228029134,0.0
16,Hasthinapuram,13.078133335070051,13.317476167785204,-5.563067518040855,-0.15749037957978018,-0.03375953474181337,-6.791523538000449,0.08231065238452118,-4.204973130858777,0.0,0.0358454540338613,0.0,-1.0489760607350576,1.540229506869096,0.0048791746577858675,0.215888334803358,0.0
17,Champapet,10.68820652741314,10.119797915818294,-5.328594589591866,-0.37240431662247886,0.1455230307845614,-10.163425682689809,0.3392775681054214,-3.0822131214395085,0.10065079134287025,0.0,0.0,-0.9557654609905821,2.5449261505831657,0.03308227907844952,0.14991762850059587,0.005606781988113596
18,Lingojiguda,20.57065400175271,20.463149965933763,-3.4344969664907836,-1.0613931065332949,-0.4557145570094967,-9.347308443016257,0.034693729675570495,4.795148441883812,0.0,-0.11290408491616688,0.0,-0.7572690223095435,5.752693470920324,0.03308227907844952,0.06844061383137401,0.0
19,Saroornagar,24.458355410157484,23.3003115523946,-2.6294238045819895,8.152582200269624,-0.8001459333138747,-4.449769114846259,-0.04496751168233715,-2.0387345291623156,0.017829090091773026,0.4319045706445195,0.0,-1.048976060735054,3.261147059329076,-0.06602099234590852,0.030431921274541196,-0.0185867440105163
20,RK Puram,17.28483211118091,17.312657445883733,0.642783680445671,-3.482517330508294,-2.1649637466182376,0.0,-0.04496751168233715,-3.253022076859459,-0.33244285187446465,0.062455308351978545,-0.12825349516656104,-0.9167636358120106,0.8904751312372561,-0.7153543735841978,0.03240424425395361,-0.4358034625075078
21,Kothapet,54.29025752438333,54.680740790110846,0.0,12.956683246159649,2.7197487797304234,7.5952115723457965,0.04473000742309807,0.609571738623913,0.0,0.1461623345392411,-0.27299198216250176,0.04072416755330721,1.5175943372259084,-0.12783451148330016,0.022791788225006826,0.008250593450014776
22,Chaitanyapuri,68.60096131010702,68.58888362743684,0.389496891485436,21.02949693733735,3.231453645316506,10.443519441401605,-0.07153858414457659,0.2353877676670919,-0.23322403878513853,0.06245530835197144,0.4830377996280788,0.2471689073299217,1.8782975688341281,-0.478579592141017,-0.00710195904676425,-0.3224104110234691
23,Gaddiannaram,63.65988424522044,63.46909795336673,2.651266609717574,22.366794950863884,3.5314972058668275,10.716422204333746,0.22492825656350135,-2.073227049459831,0.026219787726859067,0.010458388073260494,0.42702410307909844,0.1587829938353167,1.373562566650584,-2.0564568622302772,-0.08499425971130137,-0.5137655085235195
24,Saidabad,67.94543974944672,67.81063469612425,2.51575798565284,18.694694939612212,5.206076522293245,7.830527748458742,0.11504645236176714,1.3447790890722615,0.006607219390019736,0.5424369307760486,0.46269183470194264,0.0,4.730609652928237,-1.4175884483439347,0.12912604846893316,-0.1815199118902342
25,Moosarambagh,66.80003401108887,66.58283839773247,3.3265829289352524,20.124991321130302,7.73982950441539,7.690665092206835,0.15081053449706872,0.5008878021911727,-0.07562262184787016,-0.0489261239015093,0.6715351904664999,0.0,1.8332671739148907,-1.3721583269334587,-0.04844039900923747,-0.15001540261316393
26,Old Malakpet,47.15461787698387,48.20784105626365,0.7136284965675159,15.488781882670647,-0.7050450762628344,3.102337590430473,0.0,-1.3508946904346004,0.04697388785291423,0.0984357152225499,0.09921205716680959,-0.1042810544506807,2.4510691930378457,0.16928352834163718,0.09310823316366168,-0.01858674401051985
27,Akbarbagh,56.746233164167755,56.956197126707295,3.696403041930189,12.481922027968345,-0.5579481900024419,7.0626650037090855,0.0,1.2102773331589702,0.08001846601671758,-0.20762552450977267,0.5792735675943419,0.0,1.3881886150439087,-1.417588448343949,0.03835492061623569,0.0
28,Azampura,54.370281716690634,53.26153041106591,-0.04954987087192819,15.686145261202817,1.5919943807785373,11.188382764351282,-0.04496751168233715,-1.9151985885289022,0.0,-0.06754515503342162,0.48320472409211135,-0.44159417441137805,1.0347724314237823,-0.6388684138863994,-0.09610214495053526,0.005606781988113596
29,Chawni,64.30599106400585,65.3631822060597,0.0,22.689271835894857,8.625244587976269,6.016702599465518,0.2346900178787621,-1.3793735198948411,-0.36086230346001,-0.060780516395922746,0.9513102057355951,0.020905956217234234,1.7018067974075564,0.11485870033483536,0.23959710500265885,-0.35764512328020714
30,Dabeerpura,46.3141852545318,45.38405832109515,0.0,13.298392837702444,-1.0079794983160895,1.2416009013923244,-0.05342972205242802,2.426773138404883,0.02203092186964284,-0.048926123901502194,0.5081501689272301,-0.22971452030316897,3.6873063919799023,0.0,-0.04844039900924457,0.0
31,Rein Bazar,63.19246460226761,62.38436857967638,-0.1589235908195903,13.82401031936326,9.700823791248752,1.2861516235029669,0.008391616046665717,4.014474436509275,-0.11949036292908488,0.35563043089080537,0.8324221751710184,0.0,5.491889144144331,0.0,-0.012036795834447389,-0.5384667714082809
32,Patthergatti,31.71153697187729,30.26099353464391,-3.0098661515226333,12.50309643609712,-0.023866119460716817,-1.851949870131211,0.05503178174854639,-3.9383997609080232,-0.40943167004125414,0.07934153550874612,0.20494966937678782,-0.1901193482991843,2.3062570454692093,0.0,0.0758620426850456,-1.0236598442624647
33,Moghalpura,26.80720366277972,26.707543459025928,-3.2682771862796294,-0.7482907227160744,0.0,-1.2429723479592916,0.2856607583059976,3.2550274915022186,-0.30095201814376793,0.3680485734724215,0.6029550021007601,0.0,5.427569832908752,0.0,0.13483175877262354,-0.5689528565524249
34,Talab Chanchalam,43.98647867638621,43.59999704543002,0.0,12.517958196564901,2.611306834656858,-1.3733003267876995,-0.04496751168233715,2.0785487674753966,-0.1656761687292132,0.35268488106351015,0.38384784368245306,-0.03900182517856621,5.854594607384264,0.0,0.0642906198923896,-0.513657012940854
35,Gowlipura,56.47166137518232,56.493918378226624,0.6800210957934283,15.79479628618676,8.846414586705706,-1.173708230017823,0.008406739123969942,4.821841345063589,-0.23218788923405498,0.7197824933084647,0.1563468939617465,-0.03900182517856621,6.646179009144319,0.0,0.17455616987943046,-0.3253423296228277
36,Lalithabagh,61.051414819648734,60.9936752399674,0.2207350982492926,18.94449084246198,7.302862553998153,0.3442840060883867,0.178303213938932,4.34338349749337,-0.12097180770773264,0.7579486789542145,0.36106802646300196,-0.03900182517856621,6.148997149206643,0.0,0.0,0.03336777693638737
37,Kurmaguda,52.63818312635992,53.21065805634374,-2.638992411652353,19.932056583510864,8.870827151708639,0.0,0.4414165176857523,2.7844633335726385,-0.5017181339848165,0.3090191403217446,0.5090262549731577,0.0,5.416652694011759,0.11485870033486378,0.04177664639297518,-0.7704538790543367
38,IS Sadan,51.794380461452015,50.903382278256245,-3.16494900585824,18.714980377624215,9.059198753496432,0.0,0.23014558247189143,1.8428243339071315,0.0,-0.048926123901502194,0.0,-0.03900182517856621,5.040572296225221,0.03308227907844952,0.16192204725388848,0.008250593450014776
39,Santhosh Nagar,86.60706249598603,87.05480033290863,4.615983441273485,27.537930928007555,8.408978884336932,16.770696949789112,0.14240734140030042,8.522327165989068,0.03484616228648463,0.43498917651069746,1.0640347072626355,0.36099768255836295,6.724434193174645,0.11485870033486378,0.7629963236608717,-0.11350415222571542
40,Riyasat Nagar,48.25345086517821,48.76797889121786,-0.4122237402407478,13.634994997633001,0.0,3.703329709644926,0.3372311445907883,0.47960043449968737,-0.23612851975656213,0.1772201945330636,0.6039375236175033,0.04072416755330721,4.060402707534365,0.03308227907845662,0.20251327405100028,-0.49648216803173995
41,Kanchanbagh,27.626701632927364,27.99700389247989,0.10259495663451546,-0.21934040888361395,-1.2137132628591303,-2.4660109437498043,0.26051991507328864,2.598467601123019,0.1559234756163903,0.013955261068456792,-0.17983137792209547,-0.7962708474881062,4.390477893447802,-0.5560002267137207,0.1405793288792907,-0.00027523950357277727
