target,gbm_mean_r2,mlp_mean_r2,delta,t,p,significant_at_0.05
svi_2011,0.9265072730192259,0.9391253350345187,0.012618062015292808,1.4493439299360935,0.220834107094097,False
svi_2030,0.925453781408249,0.9507052662885366,0.02525148488028761,1.3940242744037319,0.23576025407433598,False
