State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,source_file,source_district
28,536,4505,802918,97,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0097,Urban,8746,35780,18227,17553,3654,1885,1769,4112,2056,2056,266,141,125,28923,15201,13722,6857,3026,3831,13886,10027,3859,12144,9065,3079,152,105,47,78,52,26,255,83,172,11659,8825,2834,1742,962,780,79,40,39,22,11,11,76,27,49,1565,884,681,1605,873,732,78,39,39,18,9,9,65,20,45,1444,805,639,137,89,48,1,1,0,4,2,2,11,7,4,121,79,42,21894,8200,13694,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4505,802918,98,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0098,Urban,6679,26569,13395,13174,2563,1311,1252,1814,917,897,165,85,80,21316,11062,10254,5253,2333,2920,11062,7588,3474,8628,6236,2392,110,71,39,88,67,21,230,133,97,8200,5965,2235,2434,1352,1082,85,42,43,15,10,5,93,36,57,2241,1264,977,2330,1294,1036,84,41,43,13,8,5,85,32,53,2148,1213,935,104,58,46,1,1,0,2,2,0,8,4,4,93,51,42,15507,5807,9700,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4505,802918,102,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0102,Urban,9772,42054,21324,20730,5291,2688,2603,2304,1147,1157,352,198,154,30118,16065,14053,11936,5259,6677,16077,11475,4602,12235,9379,2856,188,128,60,226,136,90,516,388,128,11305,8727,2578,3842,2096,1746,137,73,64,44,26,18,141,76,65,3520,1921,1599,3583,1923,1660,135,71,64,43,26,17,122,65,57,3283,1761,1522,259,173,86,2,2,0,1,0,1,19,11,8,237,160,77,25977,9849,16128,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4505,802918,103,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0103,Urban,13470,54039,27560,26479,5996,3091,2905,2351,1185,1166,772,391,381,42520,22481,20039,11519,5079,6440,22817,15782,7035,16965,12717,4248,266,168,98,234,154,80,646,383,263,15819,12012,3807,5852,3065,2787,213,90,123,173,84,89,464,153,311,5002,2738,2264,5499,2832,2667,211,89,122,143,72,71,409,128,281,4736,2543,2193,353,233,120,2,1,1,30,12,18,55,25,30,266,195,71,31222,11778,19444,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4505,802918,106,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0106,Urban,10566,43270,22667,20603,4904,2539,2365,2870,1461,1409,608,318,290,33210,18228,14982,10060,4439,5621,18232,13239,4993,13525,10579,2946,222,143,79,184,118,66,544,344,200,12575,9974,2601,4707,2660,2047,225,104,121,41,28,13,217,93,124,4224,2435,1789,4558,2572,1986,224,104,120,40,28,12,193,79,114,4101,2361,1740,149,88,61,1,0,1,1,0,1,24,14,10,123,74,49,25038,9428,15610,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4505,802918,108,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0108,Urban,9223,40905,21143,19762,5479,2934,2545,3230,1620,1610,719,354,365,27961,15264,12697,12944,5879,7065,14958,11277,3681,11203,9001,2202,195,110,85,250,170,80,328,234,94,10430,8487,1943,3755,2276,1479,178,73,105,181,124,57,161,83,78,3235,1996,1239,3552,2152,1400,178,73,105,175,119,56,141,77,64,3058,1883,1175,203,124,79,0,0,0,6,5,1,20,6,14,177,113,64,25947,9866,16081,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,61,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0061,Urban,9040,43718,22499,21219,6020,3140,2880,1377,701,676,373,198,175,29882,16183,13699,13836,6316,7520,14898,11431,3467,12344,9933,2411,120,66,54,109,74,35,514,390,124,11601,9403,2198,2554,1498,1056,239,83,156,36,23,13,64,35,29,2215,1357,858,2277,1298,979,239,83,156,34,22,12,52,26,26,1952,1167,785,277,200,77,0,0,0,2,1,1,12,9,3,263,190,73,28820,11068,17752,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,62,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0062,Urban,7061,33674,17334,16340,4554,2400,2154,7076,3639,3437,279,139,140,21257,11848,9409,12417,5486,6931,11958,9232,2726,9208,7668,1540,77,39,38,53,35,18,365,283,82,8713,7311,1402,2750,1564,1186,186,80,106,18,7,11,97,58,39,2449,1419,1030,2318,1329,989,184,79,105,17,6,11,84,51,33,2033,1193,840,432,235,197,2,1,1,1,1,0,13,7,6,416,226,190,21716,8102,13614,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,63,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0063,Urban,7263,37129,19065,18064,5861,2995,2866,802,423,379,21,12,9,22527,11971,10556,14602,7094,7508,11336,9144,2192,8790,7559,1231,80,46,34,145,102,43,622,528,94,7943,6883,1060,2546,1585,961,169,69,100,104,69,35,145,96,49,2128,1351,777,2157,1284,873,168,69,99,58,28,30,124,87,37,1807,1100,707,389,301,88,1,0,1,46,41,5,21,9,12,321,251,70,25793,9921,15872,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,64,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0064,Urban,9207,42684,21766,20918,5582,2925,2657,1503,754,749,172,87,85,27507,14902,12605,15177,6864,8313,14705,11393,3312,11495,9433,2062,166,104,62,73,47,26,330,213,117,10926,9069,1857,3210,1960,1250,205,82,123,28,19,9,95,40,55,2882,1819,1063,2853,1728,1125,204,82,122,26,17,9,87,37,50,2536,1592,944,357,232,125,1,0,1,2,2,0,8,3,5,346,227,119,27979,10373,17606,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,65,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0065,Urban,8887,42365,21824,20541,5606,2924,2682,3119,1560,1559,227,122,105,28708,15420,13288,13657,6404,7253,14602,11077,3525,11234,9044,2190,111,55,56,152,95,57,831,662,169,10140,8232,1908,3368,2033,1335,150,76,74,33,21,12,176,104,72,3009,1832,1177,3165,1879,1286,149,75,74,33,21,12,144,82,62,2839,1701,1138,203,154,49,1,1,0,0,0,0,32,22,10,170,131,39,27763,10747,17016,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,66,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0066,Urban,8121,41452,20894,20558,5553,2816,2737,639,322,317,24,13,11,29200,15345,13855,12252,5549,6703,13144,9972,3172,10622,8489,2133,182,112,70,162,117,45,445,205,240,9833,8055,1778,2522,1483,1039,150,73,77,43,31,12,129,54,75,2200,1325,875,2295,1319,976,150,73,77,40,28,12,118,51,67,1987,1167,820,227,164,63,0,0,0,3,3,0,11,3,8,213,158,55,28308,10922,17386,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,67,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0067,Urban,8964,40688,21165,19523,4480,2358,2122,3147,1623,1524,667,346,321,31220,16794,14426,9468,4371,5097,16231,11835,4396,13411,10139,3272,147,83,64,173,128,45,448,136,312,12643,9792,2851,2820,1696,1124,107,62,45,45,26,19,132,17,115,2536,1591,945,2408,1390,1018,106,61,45,41,23,18,125,16,109,2136,1290,846,412,306,106,1,1,0,4,3,1,7,1,6,400,301,99,24457,9330,15127,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,72,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0072,Urban,8257,40889,20907,19982,5316,2823,2493,541,278,263,706,385,321,29435,15464,13971,11454,5443,6011,12484,9537,2947,9955,8080,1875,154,73,81,95,50,45,216,150,66,9490,7807,1683,2529,1457,1072,82,50,32,38,30,8,57,28,29,2352,1349,1003,2393,1382,1011,82,50,32,37,29,8,51,25,26,2223,1278,945,136,75,61,0,0,0,1,1,0,6,3,3,129,71,58,28405,11370,17035,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,73,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0073,Urban,7067,31635,15838,15797,3557,1864,1693,1490,746,744,166,74,92,25806,13082,12724,5829,2756,3073,10905,7961,2944,9440,7198,2242,58,39,19,56,28,28,95,66,29,9231,7065,2166,1465,763,702,41,19,22,11,5,6,24,8,16,1389,731,658,1409,742,667,40,18,22,10,4,6,21,8,13,1338,712,626,56,21,35,1,1,0,1,1,0,3,0,3,51,19,32,20730,7877,12853,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,74,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0074,Urban,5756,25847,12921,12926,2859,1474,1385,2847,1367,1480,172,86,86,19702,10141,9561,6145,2780,3365,9033,6631,2402,7197,5481,1716,59,32,27,54,30,24,108,73,35,6976,5346,1630,1836,1150,686,34,16,18,7,3,4,23,11,12,1772,1120,652,1697,1052,645,34,16,18,7,3,4,19,11,8,1637,1022,615,139,98,41,0,0,0,0,0,0,4,0,4,135,98,37,16814,6290,10524,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,75,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0075,Urban,7288,34868,17851,17017,4522,2370,2152,3185,1627,1558,39,21,18,24734,13148,11586,10134,4703,5431,11255,8906,2349,9422,7838,1584,109,83,26,138,93,45,189,130,59,8986,7532,1454,1833,1068,765,65,24,41,34,22,12,146,33,113,1588,989,599,1695,968,727,65,24,41,32,20,12,139,31,108,1459,893,566,138,100,38,0,0,0,2,2,0,7,2,5,129,96,33,23613,8945,14668,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4506,802918,76,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0076,Urban,5604,27280,13864,13416,3193,1654,1539,1194,569,625,42,25,17,21531,11150,10381,5749,2714,3035,8642,6720,1922,7913,6293,1620,41,28,13,85,39,46,199,147,52,7588,6079,1509,729,427,302,32,15,17,4,3,1,24,11,13,669,398,271,656,383,273,32,15,17,4,3,1,22,10,12,598,355,243,73,44,29,0,0,0,0,0,0,2,1,1,71,43,28,18638,7144,11494,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4507,802918,68,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0068,Urban,13613,60074,30664,29410,7838,4086,3752,2532,1276,1256,285,154,131,42218,22715,19503,17856,7949,9907,21806,16321,5485,17585,13717,3868,205,124,81,232,149,83,541,316,225,16607,13128,3479,4221,2604,1617,202,86,116,73,48,25,125,41,84,3821,2429,1392,3609,2184,1425,202,86,116,66,42,24,112,34,78,3229,2022,1207,612,420,192,0,0,0,7,6,1,13,7,6,592,407,185,38268,14343,23925,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4507,802918,69,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0069,Urban,8755,39933,20532,19401,5249,2737,2512,4600,2308,2292,535,285,250,28441,15485,12956,11492,5047,6445,13915,10508,3407,10871,8793,2078,126,81,45,222,134,88,259,167,92,10264,8411,1853,3044,1715,1329,98,42,56,89,54,35,149,51,98,2708,1568,1140,2797,1599,1198,98,42,56,80,49,31,107,43,64,2512,1465,1047,247,116,131,0,0,0,9,5,4,42,8,34,196,103,93,26018,10024,15994,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4507,802918,70,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0070,Urban,12437,63787,31868,31919,9423,4835,4588,774,388,386,78,40,38,46339,23793,22546,17448,8075,9373,18369,14833,3536,13462,11576,1886,174,100,74,155,89,66,247,188,59,12886,11199,1687,4907,3257,1650,332,156,176,42,26,16,80,51,29,4453,3024,1429,4242,2666,1576,332,156,176,40,24,16,64,41,23,3806,2445,1361,665,591,74,0,0,0,2,2,0,16,10,6,647,579,68,45418,17035,28383,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4507,802918,71,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0071,Urban,9350,49565,26517,23048,6194,3141,3053,691,358,333,50,38,12,35861,20352,15509,13704,6165,7539,19300,14546,4754,14215,11881,2334,203,114,89,195,136,59,186,90,96,13631,11541,2090,5085,2665,2420,273,111,162,69,27,42,207,35,172,4536,2492,2044,4941,2578,2363,272,110,162,68,26,42,194,29,165,4407,2413,1994,144,87,57,1,1,0,1,1,0,13,6,7,129,79,50,30265,11971,18294,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,37,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0037,Urban,5854,30725,15904,14821,3488,1818,1670,373,199,174,90,53,37,24212,12807,11405,6513,3097,3416,9640,7450,2190,6913,5662,1251,129,74,55,130,90,40,120,74,46,6534,5424,1110,2727,1788,939,141,79,62,45,28,17,53,18,35,2488,1663,825,2594,1695,899,140,78,62,44,27,17,38,15,23,2372,1575,797,133,93,40,1,1,0,1,1,0,15,3,12,116,88,28,21085,8454,12631,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,42,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0042,Urban,6379,28678,14588,14090,3283,1728,1555,1642,813,829,409,210,199,21792,11549,10243,6886,3039,3847,10924,8155,2769,9096,7028,2068,52,31,21,77,49,28,383,290,93,8584,6658,1926,1828,1127,701,64,26,38,8,7,1,72,40,32,1684,1054,630,1742,1072,670,63,26,37,8,7,1,65,36,29,1606,1003,603,86,55,31,1,0,1,0,0,0,7,4,3,78,51,27,17754,6433,11321,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,43,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0043,Urban,8669,57542,31214,26328,8773,5118,3655,21,10,11,3855,2210,1645,34916,19973,14943,22626,11241,11385,16908,11903,5005,11428,8674,2754,397,243,154,1080,786,294,263,104,159,9688,7541,2147,5480,3229,2251,241,127,114,522,371,151,353,72,281,4364,2659,1705,5248,3103,2145,237,124,113,489,353,136,336,65,271,4186,2561,1625,232,126,106,4,3,1,33,18,15,17,7,10,178,98,80,40634,19311,21323,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,44,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0044,Urban,7013,41854,21339,20515,5820,2976,2844,8,5,3,192,96,96,26700,14172,12528,15154,7167,7987,13723,10253,3470,9556,8033,1523,188,105,83,156,95,61,144,70,74,9068,7763,1305,4167,2220,1947,270,171,99,56,31,25,106,34,72,3735,1984,1751,4034,2131,1903,265,167,98,51,26,25,93,29,64,3625,1909,1716,133,89,44,5,4,1,5,5,0,13,5,8,110,75,35,28131,11086,17045,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,45,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0045,Urban,6564,38433,19898,18535,5724,2988,2736,0,0,0,98,42,56,25478,13633,11845,12955,6265,6690,10952,8425,2527,7767,6532,1235,162,110,52,166,113,53,141,79,62,7298,6230,1068,3185,1893,1292,158,104,54,50,35,15,189,51,138,2788,1703,1085,3014,1759,1255,157,103,54,43,29,14,156,29,127,2658,1598,1060,171,134,37,1,1,0,7,6,1,33,22,11,130,105,25,27481,11473,16008,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,46,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0046,Urban,3575,21082,10942,10140,2970,1542,1428,0,0,0,1324,670,654,14696,7911,6785,6386,3031,3355,7312,5077,2235,5758,4010,1748,81,40,41,128,77,51,82,52,30,5467,3841,1626,1554,1067,487,64,34,30,19,8,11,33,17,16,1438,1008,430,1502,1035,467,64,34,30,18,8,10,29,16,13,1391,977,414,52,32,20,0,0,0,1,0,1,4,1,3,47,31,16,13770,5865,7905,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,47,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0047,Urban,5066,28268,14579,13689,4058,2142,1916,60,32,28,32,18,14,20565,10786,9779,7703,3793,3910,8229,6492,1737,6363,5318,1045,104,26,78,139,83,56,130,92,38,5990,5117,873,1866,1174,692,48,30,18,31,22,9,63,29,34,1724,1093,631,1676,1037,639,48,30,18,25,17,8,45,22,23,1558,968,590,190,137,53,0,0,0,6,5,1,18,7,11,166,125,41,20039,8087,11952,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,48,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0048,Urban,6457,37323,19742,17581,5424,2891,2533,137,77,60,173,89,84,26269,14275,11994,11054,5467,5587,10059,8091,1968,6746,5596,1150,109,80,29,236,173,63,202,118,84,6199,5225,974,3313,2495,818,53,33,20,41,22,19,50,34,16,3169,2406,763,3188,2398,790,53,33,20,36,18,18,47,32,15,3052,2315,737,125,97,28,0,0,0,5,4,1,3,2,1,117,91,26,27264,11651,15613,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,49,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0049,Urban,3197,17601,9222,8379,1898,1005,893,179,90,89,5,1,4,13830,7651,6179,3771,1571,2200,5886,4576,1310,4996,4167,829,103,83,20,388,268,120,388,335,53,4117,3481,636,890,409,481,26,14,12,19,6,13,141,31,110,704,358,346,744,367,377,26,14,12,18,5,13,50,21,29,650,327,323,146,42,104,0,0,0,1,1,0,91,10,81,54,31,23,11715,4646,7069,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,53,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0053,Urban,6310,31292,16017,15275,3658,1961,1697,3504,1728,1776,3037,1543,1494,22366,11822,10544,8926,4195,4731,9987,8049,1938,8216,6964,1252,118,78,40,69,50,19,83,58,25,7946,6778,1168,1771,1085,686,169,127,42,5,3,2,14,8,6,1583,947,636,1736,1069,667,169,127,42,5,3,2,12,7,5,1550,932,618,35,16,19,0,0,0,0,0,0,2,1,1,33,15,18,21305,7968,13337,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,54,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0054,Urban,7489,40105,20614,19491,5539,2901,2638,605,324,281,459,246,213,27638,14642,12996,12467,5972,6495,12795,9976,2819,10220,8422,1798,144,63,81,75,48,27,99,68,31,9902,8243,1659,2575,1554,1021,96,32,64,55,44,11,37,17,20,2387,1461,926,2451,1459,992,95,31,64,53,42,11,24,7,17,2279,1379,900,124,95,29,1,1,0,2,2,0,13,10,3,108,82,26,27310,10638,16672,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,55,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0055,Urban,6908,38482,19580,18902,5557,2816,2741,497,257,240,664,375,289,26455,13890,12565,12027,5690,6337,11076,8798,2278,9095,7508,1587,67,41,26,173,106,67,426,233,193,8429,7128,1301,1981,1290,691,69,31,38,63,40,23,96,55,41,1753,1164,589,1834,1200,634,69,31,38,62,39,23,79,50,29,1624,1080,544,147,90,57,0,0,0,1,1,0,17,5,12,129,84,45,27406,10782,16624,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4508,802918,56,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0056,Urban,10259,56773,28928,27845,7597,3837,3760,354,173,181,134,65,69,37607,19952,17655,19166,8976,10190,17300,13284,4016,12295,10151,2144,177,114,63,482,384,98,210,104,106,11426,9549,1877,5005,3133,1872,161,104,57,305,254,51,172,75,97,4367,2700,1667,4749,2971,1778,159,103,56,256,212,44,146,67,79,4188,2589,1599,256,162,94,2,1,1,49,42,7,26,8,18,179,111,68,39473,15644,23829,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4509,802918,22,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0022,Urban,9160,47220,24351,22869,6771,3505,3266,532,257,275,122,62,60,33218,17528,15690,14002,6823,7179,14106,11164,2942,10595,8872,1723,159,109,50,138,65,73,103,55,48,10195,8643,1552,3511,2292,1219,151,66,85,46,17,29,67,43,24,3247,2166,1081,3344,2174,1170,151,66,85,40,13,27,57,38,19,3096,2057,1039,167,118,49,0,0,0,6,4,2,10,5,5,151,109,42,33114,13187,19927,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4509,802918,23,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0023,Urban,6962,35196,17903,17293,4909,2536,2373,452,235,217,665,339,326,23501,12229,11272,11695,5674,6021,11234,8749,2485,8870,7387,1483,98,44,54,156,112,44,259,171,88,8357,7060,1297,2364,1362,1002,143,63,80,30,22,8,181,57,124,2010,1220,790,2197,1243,954,143,63,80,29,21,8,158,43,115,1867,1116,751,167,119,48,0,0,0,1,1,0,23,14,9,143,104,39,23962,9154,14808,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4509,802918,24,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0024,Urban,11725,60763,31814,28949,7755,4130,3625,1212,633,579,798,406,392,42006,22897,19109,18757,8917,9840,17814,13841,3973,12674,10563,2111,316,231,85,257,168,89,331,214,117,11770,9950,1820,5140,3278,1862,179,93,86,119,74,45,544,281,263,4298,2830,1468,4388,2680,1708,166,82,84,88,51,37,326,118,208,3808,2429,1379,752,598,154,13,11,2,31,23,8,218,163,55,490,401,89,42949,17973,24976,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4509,802918,25,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0025,Urban,4405,22589,11580,11009,3031,1522,1509,64,28,36,38,22,16,15559,8453,7106,7030,3127,3903,6913,5406,1507,5254,4411,843,124,65,59,73,55,18,85,58,27,4972,4233,739,1659,995,664,181,75,106,37,29,8,48,17,31,1393,874,519,1586,950,636,181,75,106,34,26,8,42,14,28,1329,835,494,73,45,28,0,0,0,3,3,0,6,3,3,64,39,25,15676,6174,9502,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4509,802918,26,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0026,Urban,8833,43599,22334,21265,5333,2845,2488,3041,1582,1459,2192,1134,1058,30795,16563,14232,12804,5771,7033,13286,10362,2924,10533,8672,1861,193,88,105,130,59,71,206,118,88,10004,8407,1597,2753,1690,1063,269,121,148,43,28,15,94,40,54,2347,1501,846,2542,1533,1009,267,121,146,32,18,14,86,34,52,2157,1360,797,211,157,54,2,0,2,11,10,1,8,6,2,190,141,49,30313,11972,18341,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4509,802918,27,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0027,Urban,8768,42758,22040,20718,5842,3055,2787,3903,1969,1934,1135,606,529,28236,15462,12774,14522,6578,7944,14096,10595,3501,10266,8037,2229,170,88,82,180,107,73,294,216,78,9622,7626,1996,3830,2558,1272,202,88,114,72,51,21,124,65,59,3432,2354,1078,3617,2416,1201,202,88,114,68,49,19,97,50,47,3250,2229,1021,213,142,71,0,0,0,4,2,2,27,15,12,182,125,57,28662,11445,17217,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4509,802918,28,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0028,Urban,9617,46256,23838,22418,6437,3366,3071,1784,903,881,291,167,124,32346,17422,14924,13910,6416,7494,15414,11914,3500,12392,10291,2101,157,82,75,88,62,26,436,341,95,11711,9806,1905,3022,1623,1399,235,101,134,42,27,15,182,53,129,2563,1442,1121,2810,1478,1332,234,100,134,38,23,15,172,49,123,2366,1306,1060,212,145,67,1,1,0,4,4,0,10,4,6,197,136,61,30842,11924,18918,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4509,802918,41,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0041,Urban,7257,31812,16073,15739,3516,1864,1652,3121,1580,1541,525,297,228,23531,12587,10944,8281,3486,4795,11851,8737,3114,9078,7301,1777,81,34,47,148,77,71,302,222,80,8547,6968,1579,2773,1436,1337,75,34,41,44,25,19,97,23,74,2557,1354,1203,2700,1400,1300,75,34,41,44,25,19,85,21,64,2496,1320,1176,73,36,37,0,0,0,0,0,0,12,2,10,61,34,27,19961,7336,12625,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4510,802918,29,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0029,Urban,10269,54010,27701,26309,7082,3691,3391,140,74,66,2,1,1,39466,20724,18742,14544,6977,7567,15197,12416,2781,11818,10211,1607,208,120,88,206,147,59,222,172,50,11182,9772,1410,3379,2205,1174,308,139,169,65,45,20,67,30,37,2939,1991,948,3119,2004,1115,305,137,168,56,38,18,50,21,29,2708,1808,900,260,201,59,3,2,1,9,7,2,17,9,8,231,183,48,38813,15285,23528,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4510,802918,31,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0031,Urban,5214,25280,13145,12135,3127,1662,1465,87,45,42,103,54,49,18926,10036,8890,6354,3109,3245,7634,5924,1710,4874,3934,940,79,43,36,195,147,48,140,49,91,4460,3695,765,2760,1990,770,87,55,32,56,40,16,68,28,40,2549,1867,682,2484,1766,718,87,55,32,48,32,16,58,21,37,2291,1658,633,276,224,52,0,0,0,8,8,0,10,7,3,258,209,49,17646,7221,10425,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
28,536,4510,802918,36,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0036,Urban,6365,32375,16591,15784,3822,1966,1856,669,344,325,389,198,191,23635,12665,10970,8740,3926,4814,9692,7452,2240,6644,5473,1171,376,318,58,113,53,60,92,49,43,6063,5053,1010,3048,1979,1069,83,37,46,93,50,43,47,21,26,2825,1871,954,2919,1896,1023,83,37,46,86,46,40,32,14,18,2718,1799,919,129,83,46,0,0,0,7,4,3,15,7,8,107,72,35,22683,9139,13544,DDW_PCA2805_2011_MDDS with UI(1).xlsx,536
