State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,source_file,source_district
28,537,4523,802918,2,0,WARD,GHMC (M Corp.) WARD NO.-0002,Urban,3288,13900,7551,6349,1654,875,779,1702,920,782,295,172,123,9385,5462,3923,4515,2089,2426,5937,4277,1660,5184,3902,1282,63,46,17,52,34,18,76,53,23,4993,3769,1224,753,375,378,12,6,6,11,6,5,25,12,13,705,351,354,719,352,367,12,6,6,11,6,5,22,11,11,674,329,345,34,23,11,0,0,0,0,0,0,3,1,2,31,22,9,7963,3274,4689,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4524,802918,3,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0003,Urban,14042,57747,29417,28330,6589,3425,3164,9686,4897,4789,1743,889,854,42132,22740,19392,15615,6677,8938,22517,16533,5984,18112,14068,4044,143,71,72,189,121,68,525,381,144,17255,13495,3760,4405,2465,1940,55,24,31,85,50,35,149,58,91,4116,2333,1783,3860,2128,1732,55,24,31,76,42,34,135,50,85,3594,2012,1582,545,337,208,0,0,0,9,8,1,14,8,6,522,321,201,35230,12884,22346,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4524,802918,4,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0004,Urban,16611,67130,34145,32985,7682,3979,3703,6794,3473,3321,1561,763,798,50324,26868,23456,16806,7277,9529,26278,19055,7223,21575,16751,4824,378,242,136,426,290,136,636,482,154,20135,15737,4398,4703,2304,2399,194,89,105,303,168,135,351,121,230,3855,1926,1929,4427,2182,2245,192,87,105,296,165,131,306,96,210,3633,1834,1799,276,122,154,2,2,0,7,3,4,45,25,20,222,92,130,40852,15090,25762,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4524,802918,5,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0005,Urban,14013,57688,29544,28144,6633,3451,3182,6498,3364,3134,1435,720,715,41412,22794,18618,16276,6750,9526,21767,15915,5852,18512,14194,4318,224,128,96,250,139,111,772,530,242,17266,13397,3869,3255,1721,1534,109,47,62,75,39,36,207,89,118,2864,1546,1318,2933,1536,1397,104,44,60,65,35,30,179,71,108,2585,1386,1199,322,185,137,5,3,2,10,4,6,28,18,10,279,160,119,35921,13629,22292,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4524,802918,6,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0006,Urban,12750,52167,26057,26110,5453,2785,2668,3193,1591,1602,1277,697,580,39473,20755,18718,12694,5302,7392,19197,14301,4896,17006,13089,3917,279,199,80,137,85,52,217,128,89,16373,12677,3696,2191,1212,979,61,35,26,34,18,16,101,58,43,1995,1101,894,2118,1178,940,61,35,26,33,17,16,98,57,41,1926,1069,857,73,34,39,0,0,0,1,1,0,3,1,2,69,32,37,32970,11756,21214,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4524,802918,7,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0007,Urban,14425,59061,30161,28900,6902,3609,3293,4320,2166,2154,1205,627,578,42229,22909,19320,16832,7252,9580,22846,16906,5940,19806,15561,4245,120,79,41,416,300,116,694,493,201,18576,14689,3887,3040,1345,1695,48,26,22,336,148,188,201,39,162,2455,1132,1323,2831,1263,1568,38,17,21,325,144,181,122,34,88,2346,1068,1278,209,82,127,10,9,1,11,4,7,79,5,74,109,64,45,36215,13255,22960,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4524,802918,8,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0008,Urban,18366,75227,38377,36850,7226,3813,3413,5266,2637,2629,783,410,373,59411,31605,27806,15816,6772,9044,29125,21148,7977,24069,18303,5766,261,165,96,503,394,109,729,495,234,22576,17249,5327,5056,2845,2211,400,208,192,158,102,56,392,207,185,4106,2328,1778,4528,2512,2016,395,206,189,138,88,50,342,177,165,3653,2041,1612,528,333,195,5,2,3,20,14,6,50,30,20,453,287,166,46102,17229,28873,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4524,802918,9,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0009,Urban,2527,10744,5368,5376,1217,621,596,794,395,399,111,61,50,7110,3854,3256,3634,1514,2120,4283,3004,1279,3465,2577,888,116,94,22,159,37,122,412,262,150,2778,2184,594,818,427,391,50,25,25,32,11,21,146,75,71,590,316,274,766,394,372,50,25,25,31,11,20,140,71,69,545,287,258,52,33,19,0,0,0,1,0,1,6,4,2,45,29,16,6461,2364,4097,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4524,802918,17,0,WARD,GHMC (M Corp.) (Part) WARD NO.-0017,Urban,1310,5071,2580,2491,445,233,212,218,108,110,14,7,7,4199,2204,1995,872,376,496,1699,1335,364,1560,1222,338,5,5,0,7,5,2,28,18,10,1520,1194,326,139,113,26,1,1,0,2,2,0,8,5,3,128,105,23,98,74,24,1,1,0,2,2,0,6,4,2,89,67,22,41,39,2,0,0,0,0,0,0,2,1,1,39,38,1,3372,1245,2127,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4525,802918,10,0,WARD,GHMC (M Corp.) WARD NO.-0010,Urban,16304,68115,35052,33063,7441,3933,3508,5772,2914,2858,3056,1661,1395,50987,27599,23388,17128,7453,9675,24414,18894,5520,20944,16935,4009,143,100,43,560,329,231,486,327,159,19755,16179,3576,3470,1959,1511,88,39,49,175,92,83,110,44,66,3097,1784,1313,3318,1878,1440,88,39,49,153,80,73,103,43,60,2974,1716,1258,152,81,71,0,0,0,22,12,10,7,1,6,123,68,55,43701,16158,27543,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4525,802918,11,0,WARD,GHMC (M Corp.) WARD NO.-0011,Urban,12332,50462,25680,24782,4775,2479,2296,2385,1230,1155,578,289,289,41928,22008,19920,8534,3672,4862,17879,13584,4295,16122,12681,3441,176,152,24,108,76,32,186,116,70,15652,12337,3315,1757,903,854,43,31,12,23,17,6,48,19,29,1643,836,807,1655,841,814,43,31,12,21,15,6,37,11,26,1554,784,770,102,62,40,0,0,0,2,2,0,11,8,3,89,52,37,32583,12096,20487,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4526,802918,9,0,WARD,GHMC (M Corp.) WARD NO.-0009,Urban,13591,57417,29442,27975,6645,3456,3189,4255,2165,2090,1582,836,746,42363,22915,19448,15054,6527,8527,20569,15667,4902,18140,14435,3705,248,140,108,194,134,60,693,385,308,17005,13776,3229,2429,1232,1197,153,70,83,64,31,33,123,43,80,2089,1088,1001,2186,1070,1116,151,70,81,53,26,27,109,37,72,1873,937,936,243,162,81,2,0,2,11,5,6,14,6,8,216,151,65,36848,13775,23073,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4526,802918,12,0,WARD,GHMC (M Corp.) WARD NO.-0012,Urban,19401,81484,41850,39634,9741,5112,4629,6599,3324,3275,4094,2199,1895,58101,31852,26249,23383,9998,13385,28652,21880,6772,24472,19661,4811,347,301,46,480,339,141,349,233,116,23296,18788,4508,4180,2219,1961,91,58,33,217,74,143,157,78,79,3715,2009,1706,3424,2027,1397,80,53,27,200,66,134,120,70,50,3024,1838,1186,756,192,564,11,5,6,17,8,9,37,8,29,691,171,520,52832,19970,32862,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4526,802918,13,0,WARD,GHMC (M Corp.) WARD NO.-0013,Urban,13591,57789,29739,28050,6772,3517,3255,6319,3201,3118,1757,957,800,42166,22923,19243,15623,6816,8807,20641,16079,4562,17894,14324,3570,356,256,100,558,473,85,535,233,302,16445,13362,3083,2747,1755,992,82,42,40,76,41,35,171,48,123,2418,1624,794,2501,1606,895,81,41,40,64,38,26,142,40,102,2214,1487,727,246,149,97,1,1,0,12,3,9,29,8,21,204,137,67,37148,13660,23488,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4526,802918,14,0,WARD,GHMC (M Corp.) WARD NO.-0014,Urban,12394,51227,26325,24902,5589,2968,2621,2902,1490,1412,548,294,254,39108,20908,18200,12119,5417,6702,18722,14330,4392,16056,12599,3457,95,74,21,335,254,81,348,254,94,15278,12017,3261,2666,1731,935,60,32,28,45,30,15,73,32,41,2488,1637,851,1852,1057,795,57,29,28,30,19,11,48,19,29,1717,990,727,814,674,140,3,3,0,15,11,4,25,13,12,771,647,124,32505,11995,20510,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4526,802918,15,0,WARD,GHMC (M Corp.) WARD NO.-0015,Urban,13608,55245,27792,27453,5536,2838,2698,2770,1427,1343,817,444,373,43136,22557,20579,12109,5235,6874,21453,15544,5909,18665,14291,4374,194,135,59,148,92,56,426,323,103,17897,13741,4156,2788,1253,1535,100,47,53,151,71,80,347,81,266,2190,1054,1136,2633,1162,1471,99,46,53,128,61,67,317,63,254,2089,992,1097,155,91,64,1,1,0,23,10,13,30,18,12,101,62,39,33792,12248,21544,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4526,802918,16,0,WARD,GHMC (M Corp.) WARD NO.-0016,Urban,8915,37079,18845,18234,3592,1905,1687,1217,625,592,380,196,184,30403,15903,14500,6676,2942,3734,13449,10339,3110,11871,9435,2436,133,103,30,81,55,26,145,93,52,11512,9184,2328,1578,904,674,66,22,44,48,30,18,90,71,19,1374,781,593,1371,739,632,65,22,43,39,24,15,38,27,11,1229,666,563,207,165,42,1,0,1,9,6,3,52,44,8,145,115,30,23630,8506,15124,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4526,802918,17,0,WARD,GHMC (M Corp.) WARD NO.-0017,Urban,7080,28793,14758,14035,2453,1284,1169,869,441,428,198,111,87,23808,12653,11155,4985,2105,2880,10886,7983,2903,9015,6876,2139,103,69,34,128,61,67,122,69,53,8662,6677,1985,1871,1107,764,50,29,21,19,6,13,74,31,43,1728,1041,687,1798,1063,735,50,29,21,19,6,13,67,25,42,1662,1003,659,73,44,29,0,0,0,0,0,0,7,6,1,66,38,28,17907,6775,11132,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4527,802918,57,0,WARD,GHMC (M Corp.) WARD NO.-0057,Urban,9964,53631,27507,26124,7895,4050,3845,1248,658,590,415,217,198,32308,17068,15240,21323,10439,10884,17242,13488,3754,13362,11077,2285,105,75,30,319,240,79,359,252,107,12579,10510,2069,3880,2411,1469,56,27,29,269,212,57,360,222,138,3195,1950,1245,3243,1969,1274,53,25,28,204,155,49,258,148,110,2728,1641,1087,637,442,195,3,2,1,65,57,8,102,74,28,467,309,158,36389,14019,22370,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4527,802918,58,0,WARD,GHMC (M Corp.) WARD NO.-0058,Urban,12237,52306,27228,25078,7042,3663,3379,3946,1982,1964,825,455,370,32942,18806,14136,19364,8422,10942,23354,16061,7293,20640,14686,5954,81,59,22,180,123,57,1176,715,461,19203,13789,5414,2714,1375,1339,23,12,11,74,25,49,141,43,98,2476,1295,1181,2611,1318,1293,22,12,10,70,24,46,131,39,92,2388,1243,1145,103,57,46,1,0,1,4,1,3,10,4,6,88,52,36,28952,11167,17785,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4527,802918,59,0,WARD,GHMC (M Corp.) WARD NO.-0059,Urban,13104,57040,28734,28306,6871,3533,3338,9727,4844,4883,1402,726,676,41610,22206,19404,15430,6528,8902,20135,15143,4992,17609,13640,3969,200,149,51,530,325,205,352,242,110,16527,12924,3603,2526,1503,1023,84,33,51,133,68,65,120,61,59,2189,1341,848,2266,1330,936,84,33,51,118,59,59,106,51,55,1958,1187,771,260,173,87,0,0,0,15,9,6,14,10,4,231,154,77,36905,13591,23314,DDW_PCA2806_2011_MDDS with UI.xlsx,537
28,537,4527,802918,60,0,WARD,GHMC (M Corp.) WARD NO.-0060,Urban,13083,66846,34234,32612,10025,5091,4934,2364,1195,1169,414,206,208,40726,21808,18918,26120,12426,13694,23053,17163,5890,16450,13258,3192,140,89,51,281,183,98,656,428,228,15373,12558,2815,6603,3905,2698,116,47,69,164,62,102,381,161,220,5942,3635,2307,5838,3531,2307,110,47,63,135,49,86,274,109,165,5319,3326,1993,765,374,391,6,0,6,29,13,16,107,52,55,623,309,314,43793,17071,26722,DDW_PCA2806_2011_MDDS with UI.xlsx,537
